"year","muni_contab_id","account","amount"
"2010","8209","252","206475.25634765625"
"2010","8209","412","19031.05029296875"
"2010","8209","413","39244.65686035156"
"2010","8209","422","620458.984375"
"2010","8209","424","28621.7587890625"
"2010","8209","811","2829341.5"
"2010","8209","831","220808.80322265625"
"2010","8209","833","647539.875"
"2010","8209","834","366053.96875"
"2010","8209","835","39.54999923706055"
"2010","8209","836","87558.00800800323"
"2010","8209","837","9452.25"
"2010","8209","838","30037.8203125"
"2010","8209","839","55437.28001953103"
"2010","8209","851","208494.484375"
"2010","8209","856","231369.546875"
"2010","8209","857","551584.875"
"2010","8209","858","416483.09375"
"2010","8209","859","26909.710388183594"
"2010","8210","211","464464.212890625"
"2010","8210","212","406568.4708788395"
"2010","8210","213","3379709.315937504"
"2010","8210","221","35337.140625"
"2010","8210","222","9000"
"2010","8210","225","17727407.15625"
"2010","8210","226","100"
"2010","8210","229","7285418.5"
"2010","8210","231","81118.11193847656"
"2010","8210","241","5046343.765625"
"2010","8210","243","22620672"
"2010","8210","251","129893.203125"
"2010","8210","252","558.39453125"
"2010","8210","412","308263.5760498047"
"2010","8210","413","1999915.4875793457"
"2010","8210","422","4441516.049999997"
"2010","8210","424","5410316.834686279"
"2010","8210","811","42972287.288482666"
"2010","8210","819","-200049.90234375"
"2010","8210","831","137371.75390625"
"2010","8210","833","6428069.6540625"
"2010","8210","834","4475060.640472412"
"2010","8210","835","20653.090576171875"
"2010","8210","836","566710.991406247"
"2010","8210","837","100988.91062450409"
"2010","8210","838","393777.484375"
"2010","8210","839","249972.60093688965"
"2010","8210","851","3402950.1875"
"2010","8210","855","42837.029296875"
"2010","8210","856","1068070.09375"
"2010","8210","857","2050500.1015625"
"2010","8210","858","7667232.5"
"2010","8210","859","395357.3426513672"
"2010","8211","211","391665.0012512207"
"2010","8211","213","0"
"2010","8211","222","35337.140625"
"2010","8211","225","0"
"2010","8211","241","210683.236328125"
"2010","8211","243","127984.71875"
"2010","8211","251","18261.82958984375"
"2010","8211","252","0"
"2010","8211","412","364.1100196838379"
"2010","8211","413","2012.510009765625"
"2010","8211","424","-0.0001220703125"
"2010","8211","811","590521.84375"
"2010","8211","831","289535.240234375"
"2010","8211","833","105110.9609375"
"2010","8211","834","84043.41796875"
"2010","8211","835","3356.139892578125"
"2010","8211","836","881.780029296875"
"2010","8211","837","5675"
"2010","8211","838","9328.1904296875"
"2010","8211","839","1516.4500122070312"
"2010","8211","851","4075.699951171875"
"2010","8211","856","143406.953125"
"2010","8211","857","476922.4150085449"
"2010","8211","858","43008.93811035156"
"2010","8211","859","23066.64178466797"
"2010","8212","211","112708.02734375"
"2010","8212","212","0"
"2010","8212","213","20887.23046875"
"2010","8212","225","0"
"2010","8212","241","36249.51953125"
"2010","8212","243","266243.3125"
"2010","8212","251","164163.15234375"
"2010","8212","252","-0.0087890625"
"2010","8212","412","3227.939895629883"
"2010","8212","413","1570.1700439453125"
"2010","8212","424","2253.900161743164"
"2010","8212","811","302177.53877830505"
"2010","8212","831","364298.9150390625"
"2010","8212","833","89825.6875"
"2010","8212","834","91755.27374267578"
"2010","8212","836","2262.1598930358887"
"2010","8212","837","5711.33984375"
"2010","8212","838","10221.4404296875"
"2010","8212","839","45690.218994140625"
"2010","8212","851","7845.06982421875"
"2010","8212","856","152366.453125"
"2010","8212","857","436660.1875"
"2010","8212","858","49437.48046875"
"2010","8212","859","254477.5145111084"
"2010","8213","211","145269.9139404297"
"2010","8213","213","341329.28125"
"2010","8213","222","35337.140625"
"2010","8213","225","66373.8212890625"
"2010","8213","231","994.650146484375"
"2010","8213","241","725455.7734375"
"2010","8213","243","648223.3125"
"2010","8213","251","320711.71875"
"2010","8213","252","0"
"2010","8213","412","688.3999938964844"
"2010","8213","413","22155.129150390625"
"2010","8213","422","991575.0787353516"
"2010","8213","424","42.571044921875"
"2010","8213","811","1390851.375"
"2010","8213","831","821912.6434326172"
"2010","8213","833","336649.25"
"2010","8213","834","280631.0673828125"
"2010","8213","836","70544.1884765625"
"2010","8213","837","321238.7470703125"
"2010","8213","838","113771.6015625"
"2010","8213","839","407.6299902293831"
"2010","8213","851","83559.9296875"
"2010","8213","856","598256.5"
"2010","8213","857","863820.23046875"
"2010","8213","858","264756.875"
"2010","8213","859","13144.65991973877"
"2010","8301","211","2810650"
"2010","8301","212","900"
"2010","8301","213","66122.25"
"2010","8301","222","30714.2890625"
"2010","8301","225","359140.1171875"
"2010","8301","231","10474.8203125"
"2010","8301","241","395074.859375"
"2010","8301","243","586903.578125"
"2010","8301","251","428373.8984375"
"2010","8301","252","0.01513671875"
"2010","8301","412","31773.06982421875"
"2010","8301","413","35713.25"
"2010","8301","422","2640896.4375"
"2010","8301","424","356019.375"
"2010","8301","811","1508583.09375"
"2010","8301","831","1084775.8598632812"
"2010","8301","833","1917568.375"
"2010","8301","834","770554.83984375"
"2010","8301","835","816.2000122070312"
"2010","8301","836","271382.56554698944"
"2010","8301","837","1358308.123413086"
"2010","8301","838","74099.21875"
"2010","8301","851","1285896.5"
"2010","8301","855","29032.359375"
"2010","8301","856","1838331.5625"
"2010","8301","857","1761675.25"
"2010","8301","858","650851"
"2010","8301","859","27087.170166015625"
"2010","8302","211","99034.5546875"
"2010","8302","212","84.70437500067055"
"2010","8302","213","389588.373046875"
"2010","8302","221","28714.2890625"
"2010","8302","225","148988.158203125"
"2010","8302","226","1124.3499755859375"
"2010","8302","231","1378.669921875"
"2010","8302","241","523835.0615234375"
"2010","8302","243","3224839.78125"
"2010","8302","251","290449.5234375"
"2010","8302","252","0.02490234375"
"2010","8302","412","0"
"2010","8302","413","75509.05078125"
"2010","8302","422","968123.5"
"2010","8302","424","-0.0004687495529651642"
"2010","8302","811","4303364.029998779"
"2010","8302","831","865216.36328125"
"2010","8302","833","536540.125"
"2010","8302","834","485165.927734375"
"2010","8302","835","2808.239990234375"
"2010","8302","836","122752.4609375"
"2010","8302","837","160442.12109375"
"2010","8302","838","20872.890625"
"2010","8302","839","890954.1599998474"
"2010","8302","851","465374.375"
"2010","8302","855","378.5199890136719"
"2010","8302","856","585907.2734375"
"2010","8302","857","952601.875"
"2010","8302","858","413217.46875"
"2010","8302","859","28313.6396484375"
"2010","8303","211","133008.978515625"
"2010","8303","212","10653.069519042969"
"2010","8303","213","200.0009765625"
"2010","8303","222","28714.2890625"
"2010","8303","225","48706.4913482666"
"2010","8303","231","982.659912109375"
"2010","8303","241","290389.7614746094"
"2010","8303","243","779131.0949707031"
"2010","8303","251","24681.890625"
"2010","8303","252","0"
"2010","8303","412","2154.069944381714"
"2010","8303","413","12216.66015625"
"2010","8303","422","704999.9968749881"
"2010","8303","424","-0.0003662109375"
"2010","8303","811","770714.9250488281"
"2010","8303","831","1061884.865234375"
"2010","8303","833","238459.390625"
"2010","8303","834","134080.001953125"
"2010","8303","836","90114.05255126953"
"2010","8303","837","736105.3466796875"
"2010","8303","838","3329.989990234375"
"2010","8303","839","16196.41000366211"
"2010","8303","851","12353.2900390625"
"2010","8303","855","8816"
"2010","8303","856","877849.1328125"
"2010","8303","857","996762.5390625"
"2010","8303","858","169508.015625"
"2010","8303","859","41263.701416015625"
"2010","8304","211","251090.3631591797"
"2010","8304","212","39768.43017578125"
"2010","8304","213","1199.8915557861328"
"2010","8304","225","33736.30923843384"
"2010","8304","231","3347.199951171875"
"2010","8304","241","38292.280700683594"
"2010","8304","243","1156754.375"
"2010","8304","251","505.95001220703125"
"2010","8304","252","-0.0475006103515625"
"2010","8304","412","4648.360023498535"
"2010","8304","413","844.4299926757812"
"2010","8304","422","0"
"2010","8304","424","0"
"2010","8304","811","1376895.7700042725"
"2010","8304","831","655913.5625"
"2010","8304","833","142133.484375"
"2010","8304","834","114016.8818359375"
"2010","8304","836","5756.0399169921875"
"2010","8304","837","11386.31005859375"
"2010","8304","838","5711.190002441406"
"2010","8304","839","3325.65625"
"2010","8304","851","2580.719970703125"
"2010","8304","855","481.75"
"2010","8304","856","196783.609375"
"2010","8304","857","812250.6875"
"2010","8304","858","60911.12109375"
"2010","8304","859","7541.513671875"
"2010","8305","211","223820.375"
"2010","8305","212","12841.9599609375"
"2010","8305","213","24994.8681640625"
"2010","8305","221","29914.2890625"
"2010","8305","225","35557.3798828125"
"2010","8305","226","900"
"2010","8305","241","260402.8359375"
"2010","8305","243","113837.390625"
"2010","8305","251","593954.125"
"2010","8305","252","127609.0625"
"2010","8305","412","6153.4399490356445"
"2010","8305","413","29334.5205078125"
"2010","8305","422","849326.8962500002"
"2010","8305","424","1609.4093017578125"
"2010","8305","811","283522.5224990845"
"2010","8305","819","0"
"2010","8305","831","990782.8125"
"2010","8305","833","186240.40625"
"2010","8305","834","99358.17370605469"
"2010","8305","836","104488.69635009766"
"2010","8305","837","670913.8525390625"
"2010","8305","838","26854.2890625"
"2010","8305","839","598.1099796295166"
