year,id,shp,contab,department,municipality,population,group,value
2010,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,0.0
2011,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,0.0
2012,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,0.0
2013,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,66660.25
2014,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,360855.3828125
2015,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,383537.3828125
2016,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,414591.109375
2017,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,1113588.23046875
2018,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,486532.13671875
2020,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,564058.51171875
2021,0610,233,8308,Sonsonate,Nahuizalco,10417.0,AMTDEU,241652.97265625
2010,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,47709.52935791016
2011,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,78485.1089477539
2012,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,31380.020263671875
2013,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,34325.36962890625
2014,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,184479.43090820312
2015,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,427389.11865234375
2016,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,110557.1103515625
2017,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,118699.6611328125
2018,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,370743.2353515625
2020,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,141119.4189453125
2021,0615,235,8310,Sonsonate,Salcoatitán,5484.0,AMTDEU,65986.509765625
2010,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,309944.51953125
2011,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,1271249.1328125
2012,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,170891.560546875
2013,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,479850.32421875
2014,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,151573.1796875
2015,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,171672.349609375
2016,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,1536628.970703125
2017,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,172438.2197265625
2018,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,490699.2729492188
2020,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,98603.80029296876
2021,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,AMTDEU,61295.310546875
2010,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,364786.5166015625
2011,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,214877.23046875
2012,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,802783.29296875
2013,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,117495.81982421876
2014,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,152956.8525390625
2015,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,206928.7099609375
2016,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,221539.44921875
2017,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,228003.970703125
2018,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,819875.0234375
2020,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,144443.41796875
2021,0607,237,8312,Sonsonate,San Julián,18648.0,AMTDEU,59920.6806640625
2010,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,108138.54150390624
2011,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,997222.4756469728
2012,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,30617.729736328125
2013,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,1220584.9453125
2014,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,45003.0703125
2015,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,38542.149658203125
2016,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,42794.739990234375
2017,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,669016.8405761719
2018,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,40860.900390625
2020,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,88934.93017578125
2021,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,AMTDEU,23958.419921875
2010,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,492189.619140625
2011,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,550125.3051757812
2012,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,41377.300048828125
2013,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,70839.30053710938
2014,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,213928.3024902344
2015,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,121662.171875
2016,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,341984.8259277344
2017,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,122337.34023475648
2018,0616,240,8314,Sonsonate,Santo Domingo,7055.0,AMTDEU,132156.55078125
2010,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,2691059.6002807617
2011,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,177963.126953125
2012,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,10305094.842837214
2013,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,840702.5795898438
2014,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,1343544.1630859375
2015,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,1445754.8728907108
2016,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,1868413.7734375
2017,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,1728836.935546875
2018,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,5376816.060546875
2020,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,2003466.453125
2021,0601,241,8315,Sonsonate,Sonsonate,71541.0,AMTDEU,1638526.7265625
2010,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,905015.0661621094
2011,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,1727110.7802734375
2012,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,143151.25
2013,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,1749486.310546875
2014,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,162289.3994140625
2015,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,179409.1904296875
2016,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,308670.1015625
2017,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,305111.02734375
2018,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,2190369.50390625
2020,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,805744.85546875
2021,0608,242,8316,Sonsonate,Sonzacate,25005.0,AMTDEU,345354.7890625
2010,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,289562.3256835937
2011,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,57325.1103515625
2012,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,63618.53955078125
2013,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,840781.2497558594
2014,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,30763.420166015625
2015,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,34151.650146484375
2016,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,39064.599853515625
2017,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,55944.03076171875
2018,0910,22,8401,Chalatenango,Agua Caliente,8261.0,AMTDEU,62643.12939453125
2013,0906,23,8402,Chalatenango,Arcatao,2946.0,AMTDEU,0.0
2014,0906,23,8402,Chalatenango,Arcatao,2946.0,AMTDEU,0.0
2015,0906,23,8402,Chalatenango,Arcatao,2946.0,AMTDEU,0.0
2016,0906,23,8402,Chalatenango,Arcatao,2946.0,AMTDEU,0.0
2017,0906,23,8402,Chalatenango,Arcatao,2946.0,AMTDEU,0.0
2010,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,200280.4755859375
2011,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,22130.2900390625
2012,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,24524.289794921875
2013,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,27272.789916992188
2014,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,30643.40014648437
2015,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,263191.1604003906
2016,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,25125.06005859375
2017,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,36055.469970703125
2018,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,48308.78002929688
2020,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,755788.1306152344
2021,0932,24,8403,Chalatenango,Azacualpa,1136.0,AMTDEU,21985.990234375
2010,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2011,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2012,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2013,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2014,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2015,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2016,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2017,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2018,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2020,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2021,0909,26,8404,Chalatenango,Citalá,4164.0,AMTDEU,0.0
2010,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,351123.97705078125
2011,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,504019.1557617188
2012,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,24817.14978027344
2013,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,1744020.3176651
2014,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,34291.990234375
2015,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,40870.59997558594
2016,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,192516.98748779297
2017,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,48978.119384765625
2018,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,59535.9697265625
2020,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,52214.05932617188
2021,0914,27,8405,Chalatenango,Comalapa,2996.0,AMTDEU,14560.01953125
2013,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,AMTDEU,0.0
2014,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,AMTDEU,16543.550048828125
2015,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,AMTDEU,34655.5
2016,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,AMTDEU,39736.06982421875
2017,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,AMTDEU,41172.27001953125
2018,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,AMTDEU,37357.62963867188
2010,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,804032.07421875
2011,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,3230500.1982421875
2012,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,259210.83984375
2013,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,275044.517578125
2014,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,309227.880859375
2015,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,1018120.814453125
2016,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,2782233.99609375
2017,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,242448.62109375
2018,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,210991.998046875
2020,0901,25,8407,Chalatenango,Chalatenango,29271.0,AMTDEU,229248.037109375
2010,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,844064.3103408813
2011,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,1222897.3698730469
2012,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,42476.64013671875
2013,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,48559.54931640625
2014,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,47771.97021484375
2015,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,1120634.824951172
2016,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,45285.08056640625
2017,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,50062.760009765625
2018,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,55299.0595703125
2020,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,AMTDEU,67457.64990234375
2010,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,69849.24951171875
2011,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,81619.1806640625
2012,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,137807.12890625
2013,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,309722.0947265625
2014,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,64135.41965820268
2015,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,57098.57958984375
2016,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,63050.5703125
2017,0925,31,8410,Chalatenango,El Paraíso,10483.0,AMTDEU,66120.6611328125
2010,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,607337.552734375
2011,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,652713.7104492188
2012,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,42471.870361328125
2013,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,45121.06982421875
2014,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,101096.86987304688
2015,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,139705.078125
2016,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,151479.390625
2017,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,164442.1904296875
2018,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,178424.330078125
2020,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,152759.9501953125
2021,0903,34,8412,Chalatenango,La Palma,12235.0,AMTDEU,104290.42138671876
2011,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,7878.4296875
2012,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,27817.36975097656
2013,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,29593.57983398437
2014,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,32017.55969238281
2015,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,159121.5703125
2016,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,134865.4697265625
2017,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,148585.439453125
2018,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,163313.9599609375
2020,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,62637.75
2021,0905,35,8413,Chalatenango,La Reina,9525.0,AMTDEU,45798.69970703125
2010,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,10171.75
2011,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,11926.75
2012,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,11174.860107421877
2013,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,47610.669921875
2014,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,62411.56982421875
2015,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,270886.1357421875
2016,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,61247.6396484375
2017,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,66679.02001953125
2018,0913,36,8414,Chalatenango,Las Vueltas,940.0,AMTDEU,72958.0703125
2011,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,AMTDEU,0.0
2014,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,AMTDEU,50837.919921875
2015,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,AMTDEU,93653.5703125
2016,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,AMTDEU,98693.51025390624
2017,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,AMTDEU,106553.9892578125
2018,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,AMTDEU,115344.19921875
2010,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,AMTDEU,0.0
2011,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,AMTDEU,0.0
2011,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,40077.10986328125
2012,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,86049.37890625
2013,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,371647.365234375
2014,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,129595.19985961914
2015,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,136174.4541015625
2016,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,537649.2387695312
2017,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,30761.240112304688
2018,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,34666.409912109375
2020,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,AMTDEU,35517.330078125
2011,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,17052.45947265625
2012,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,59748.76025390625
2013,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,53859.5009765625
2014,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,185251.50341796875
2015,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,82386.35107421875
2016,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,88832.009765625
2017,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,97143.22900390624
2018,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,106289.630859375
2020,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,34191.840087890625
2021,0919,41,8419,Chalatenango,Potonico,1586.0,AMTDEU,12336.16015625
2014,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,AMTDEU,0.0
2016,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,AMTDEU,0.0
2017,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,AMTDEU,33409.7900390625
2018,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,AMTDEU,37668.540283203125
2020,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,AMTDEU,19281.64990234375
2010,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,68852.20947265625
2011,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,52103.639892578125
2012,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,19237.22961425781
2013,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,40423.99072265625
2014,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,240651.126953125
2015,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,20483.42974853516
2016,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,15139.270050048828
2017,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,25673.66015625
2018,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,38067.60986328125
2020,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,48379.169677734375
2021,0931,44,8422,Chalatenango,San Fernando,2593.0,AMTDEU,38835.7197265625
2010,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,51827.81005859375
2011,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,60214.4287109375
2012,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,47964.93994140625
2013,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,49822.09033203125
2014,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,181803.3212890625
2015,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,449175.7290039063
2016,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,85398.97021484375
2017,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,90730.849609375
2018,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,99717.61083984376
2020,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,121668.2001953125
2021,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,AMTDEU,69696.46069335938
2010,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,5980.81005859375
2011,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,155211.71044921875
2012,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,43040.81005859375
2013,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,198880.67578125
2014,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,15306.029907226562
2015,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,17241.430053710938
2016,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,19403.16015625
2017,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,45263.32958984375
2018,0920,46,8424,Chalatenango,San Francisco Morazán,3919.0,AMTDEU,74547.51953125
2010,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,21830.810546875
2011,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,169872.0576171875
2012,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,156016.54901123047
2013,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,450496.5
2014,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,145942.53125
2015,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,141243.029296875
2016,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,505978.431640625
2017,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,132988.0400390625
2018,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,644077.8637695312
2020,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,77699.11010742188
2021,0907,47,8425,Chalatenango,San Ignacio,8611.0,AMTDEU,158701.740234375
2017,0923,48,8426,Chalatenango,San Isidro Labrador,2592.0,AMTDEU,0.0
2011,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,6113.66015625
2012,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,25061.520385742188
2013,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,21769.199951171875
2014,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,22503.73046875
2015,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,474620.46252441406
2016,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,22674.650268554688
2017,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,25322.740112304688
2018,0928,49,8427,Chalatenango,San José Cancasque,1751.0,AMTDEU,28251.72998046875
2010,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,67532.41015625
2011,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,53327.99951171875
2012,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,24942.360107421875
2013,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,24551.31005859375
2014,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,34758.170166015625
2015,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,18367.71984863281
2016,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,20690.89978027344
2017,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,23314.55993652344
2018,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,26277.780029296875
2020,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,0.0
2021,0916,50,8428,Chalatenango,San José Las Flores,1583.0,AMTDEU,0.0
2010,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,12294.989990234377
2011,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,32412.2900390625
2012,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,36707.540100097656
2013,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,126245.47216796876
2014,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,28545.35986328125
2015,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,32164.23999023437
2016,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,435188.3352050781
2017,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,21117.830078125
2018,0927,51,8429,Chalatenango,San Luis del Carmen,1173.0,AMTDEU,21839.769775390625
