year,contab,class,kind,group,amount,id,shp,department,municipality,population
2018,8213,MOD,Egresos,INVERS,259501.6033935547,206,226,Santa Ana,Texistepeque,17923.0
2018,8213,MOD,Ingresos,INGPRP,768717.2800292969,206,226,Santa Ana,Texistepeque,17923.0
2018,8213,MOD,Ingresos,TRFREC,1810200.40625,206,226,Santa Ana,Texistepeque,17923.0
2019,8213,ACR,Ingresos,INGPRP,3924244.976260066,206,226,Santa Ana,Texistepeque,17923.0
2019,8213,ACR,Ingresos,TRFREC,1111080.5777320862,206,226,Santa Ana,Texistepeque,17923.0
2019,8213,APR,Ingresos,INGPRP,4723681.2548828125,206,226,Santa Ana,Texistepeque,17923.0
2019,8213,APR,Ingresos,TRFREC,609888.8558349609,206,226,Santa Ana,Texistepeque,17923.0
2019,8213,MOD,Ingresos,INGPRP,5185875.802993774,206,226,Santa Ana,Texistepeque,17923.0
2019,8213,MOD,Ingresos,TRFREC,397796.830906868,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,ACR,Egresos,AMTDEU,353650.66015625,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,ACR,Egresos,GASTOS,1337501.8262252808,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,ACR,Egresos,INVERS,84234.8312664032,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,ACR,Ingresos,INGPRP,342470.92948489636,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,ACR,Ingresos,TRFREC,2492847.5302734375,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,APR,Egresos,AMTDEU,401878.85205078125,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,APR,Egresos,GASTOS,1975042.3637313843,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,APR,Egresos,INVERS,1038626.328125,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,APR,Ingresos,INGPRP,893163.1552734375,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,APR,Ingresos,TRFREC,2522384.296875,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,MOD,Egresos,AMTDEU,427320.78125,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,MOD,Egresos,GASTOS,3082026.488357544,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,MOD,Egresos,INVERS,918246.8623332976,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,MOD,Ingresos,INGPRP,922346.1748046875,206,226,Santa Ana,Texistepeque,17923.0
2020,8213,MOD,Ingresos,TRFREC,3505247.921875,206,226,Santa Ana,Texistepeque,17923.0
2010,8301,ACR,Egresos,AMTDEU,1147039.6435546875,603,227,Sonsonate,Acajutla,52359.0
2010,8301,ACR,Egresos,GASTOS,3074948.479083061,603,227,Sonsonate,Acajutla,52359.0
2010,8301,ACR,Egresos,INVERS,1230592.0903720856,603,227,Sonsonate,Acajutla,52359.0
2010,8301,ACR,Ingresos,INGDEU,2835000.0,603,227,Sonsonate,Acajutla,52359.0
2010,8301,ACR,Ingresos,INGPRP,2029669.0225849152,603,227,Sonsonate,Acajutla,52359.0
2010,8301,ACR,Ingresos,TRFREC,2266587.0388183594,603,227,Sonsonate,Acajutla,52359.0
2010,8301,APR,Egresos,AMTDEU,362386.15625,603,227,Sonsonate,Acajutla,52359.0
2010,8301,APR,Egresos,GASTOS,3644503.2579345703,603,227,Sonsonate,Acajutla,52359.0
2010,8301,APR,Egresos,INVERS,2070049.4716796875,603,227,Sonsonate,Acajutla,52359.0
2010,8301,APR,Ingresos,INGDEU,0.0,603,227,Sonsonate,Acajutla,52359.0
2010,8301,APR,Ingresos,INGPRP,4055794.4231243134,603,227,Sonsonate,Acajutla,52359.0
2010,8301,APR,Ingresos,TRFREC,2021144.5,603,227,Sonsonate,Acajutla,52359.0
2010,8301,MOD,Egresos,AMTDEU,1156198.1376953125,603,227,Sonsonate,Acajutla,52359.0
2010,8301,MOD,Egresos,GASTOS,3921165.0947186947,603,227,Sonsonate,Acajutla,52359.0
2010,8301,MOD,Egresos,INVERS,4325546.524205208,603,227,Sonsonate,Acajutla,52359.0
2010,8301,MOD,Ingresos,INGDEU,2835000.0,603,227,Sonsonate,Acajutla,52359.0
2010,8301,MOD,Ingresos,INGPRP,4055794.4231243134,603,227,Sonsonate,Acajutla,52359.0
2010,8301,MOD,Ingresos,TRFREC,2512115.34375,603,227,Sonsonate,Acajutla,52359.0
2011,8301,ACR,Egresos,AMTDEU,2804094.5888671875,603,227,Sonsonate,Acajutla,52359.0
2011,8301,ACR,Egresos,GASTOS,3259520.8019177914,603,227,Sonsonate,Acajutla,52359.0
2011,8301,ACR,Egresos,INVERS,2289366.345680237,603,227,Sonsonate,Acajutla,52359.0
2011,8301,ACR,Ingresos,INGDEU,2611309.0,603,227,Sonsonate,Acajutla,52359.0
2011,8301,ACR,Ingresos,INGPRP,2039733.5131378174,603,227,Sonsonate,Acajutla,52359.0
2011,8301,ACR,Ingresos,TRFREC,2677544.674243927,603,227,Sonsonate,Acajutla,52359.0
2011,8301,APR,Egresos,AMTDEU,312145.21875,603,227,Sonsonate,Acajutla,52359.0
2011,8301,APR,Egresos,GASTOS,3658775.771095276,603,227,Sonsonate,Acajutla,52359.0
2011,8301,APR,Egresos,INVERS,4038762.7836914062,603,227,Sonsonate,Acajutla,52359.0
2011,8301,APR,Ingresos,INGDEU,0.0,603,227,Sonsonate,Acajutla,52359.0
2011,8301,APR,Ingresos,INGPRP,5636858.701248169,603,227,Sonsonate,Acajutla,52359.0
2011,8301,APR,Ingresos,TRFREC,2372825.0,603,227,Sonsonate,Acajutla,52359.0
2011,8301,MOD,Egresos,AMTDEU,2941042.640625,603,227,Sonsonate,Acajutla,52359.0
2011,8301,MOD,Egresos,GASTOS,4168306.290597907,603,227,Sonsonate,Acajutla,52359.0
2011,8301,MOD,Egresos,INVERS,4093913.1110155582,603,227,Sonsonate,Acajutla,52359.0
2011,8301,MOD,Ingresos,INGDEU,2611309.0,603,227,Sonsonate,Acajutla,52359.0
2011,8301,MOD,Ingresos,INGPRP,5644505.581130981,603,227,Sonsonate,Acajutla,52359.0
2011,8301,MOD,Ingresos,TRFREC,2947447.491562501,603,227,Sonsonate,Acajutla,52359.0
2012,8301,ACR,Egresos,AMTDEU,205019.0302734375,603,227,Sonsonate,Acajutla,52359.0
2012,8301,ACR,Egresos,GASTOS,3426629.152797699,603,227,Sonsonate,Acajutla,52359.0
2012,8301,ACR,Egresos,INVERS,1483111.8980140688,603,227,Sonsonate,Acajutla,52359.0
2012,8301,ACR,Ingresos,INGPRP,2404098.982521057,603,227,Sonsonate,Acajutla,52359.0
2012,8301,ACR,Ingresos,TRFREC,2688155.5311279297,603,227,Sonsonate,Acajutla,52359.0
2012,8301,APR,Egresos,AMTDEU,295448.9140625,603,227,Sonsonate,Acajutla,52359.0
2012,8301,APR,Egresos,GASTOS,3814245.034423828,603,227,Sonsonate,Acajutla,52359.0
2012,8301,APR,Egresos,INVERS,3341091.9423828125,603,227,Sonsonate,Acajutla,52359.0
2012,8301,APR,Ingresos,INGPRP,4490398.8681259155,603,227,Sonsonate,Acajutla,52359.0
2012,8301,APR,Ingresos,TRFREC,2960386.9375,603,227,Sonsonate,Acajutla,52359.0
2012,8301,MOD,Egresos,AMTDEU,296234.6340332031,603,227,Sonsonate,Acajutla,52359.0
2012,8301,MOD,Egresos,GASTOS,4021838.758159261,603,227,Sonsonate,Acajutla,52359.0
2012,8301,MOD,Egresos,INVERS,3207712.489051819,603,227,Sonsonate,Acajutla,52359.0
2012,8301,MOD,Ingresos,INGPRP,4490398.8681259155,603,227,Sonsonate,Acajutla,52359.0
2012,8301,MOD,Ingresos,TRFREC,3035386.9271874987,603,227,Sonsonate,Acajutla,52359.0
2013,8301,ACR,Egresos,AMTDEU,217827.1953125,603,227,Sonsonate,Acajutla,52359.0
2013,8301,ACR,Egresos,GASTOS,3941549.9926867485,603,227,Sonsonate,Acajutla,52359.0
2013,8301,ACR,Egresos,INVERS,1405153.660888672,603,227,Sonsonate,Acajutla,52359.0
2013,8301,ACR,Ingresos,INGPRP,2478041.8533935547,603,227,Sonsonate,Acajutla,52359.0
2013,8301,ACR,Ingresos,TRFREC,2874137.382965088,603,227,Sonsonate,Acajutla,52359.0
2013,8301,APR,Egresos,AMTDEU,286215.0625,603,227,Sonsonate,Acajutla,52359.0
2013,8301,APR,Egresos,GASTOS,4383079.720214844,603,227,Sonsonate,Acajutla,52359.0
2013,8301,APR,Egresos,INVERS,3185471.2962493896,603,227,Sonsonate,Acajutla,52359.0
2013,8301,APR,Ingresos,INGPRP,4787826.044059753,603,227,Sonsonate,Acajutla,52359.0
2013,8301,APR,Ingresos,TRFREC,3066940.0625,603,227,Sonsonate,Acajutla,52359.0
2013,8301,MOD,Egresos,AMTDEU,286238.8924999237,603,227,Sonsonate,Acajutla,52359.0
2013,8301,MOD,Egresos,GASTOS,4735002.786733206,603,227,Sonsonate,Acajutla,52359.0
2013,8301,MOD,Egresos,INVERS,3053749.9708978236,603,227,Sonsonate,Acajutla,52359.0
2013,8301,MOD,Ingresos,INGPRP,4790051.544059753,603,227,Sonsonate,Acajutla,52359.0
2013,8301,MOD,Ingresos,TRFREC,3284940.0625,603,227,Sonsonate,Acajutla,52359.0
2014,8301,ACR,Egresos,AMTDEU,231811.931640625,603,227,Sonsonate,Acajutla,52359.0
2014,8301,ACR,Egresos,GASTOS,4023629.538460076,603,227,Sonsonate,Acajutla,52359.0
2014,8301,ACR,Egresos,INVERS,2263541.3787231445,603,227,Sonsonate,Acajutla,52359.0
2014,8301,ACR,Ingresos,INGPRP,2550978.403678179,603,227,Sonsonate,Acajutla,52359.0
2014,8301,ACR,Ingresos,TRFREC,3364042.961405029,603,227,Sonsonate,Acajutla,52359.0
2014,8301,APR,Egresos,AMTDEU,231812.8125,603,227,Sonsonate,Acajutla,52359.0
2014,8301,APR,Egresos,GASTOS,4807463.193359375,603,227,Sonsonate,Acajutla,52359.0
2014,8301,APR,Egresos,INVERS,3244723.7109375,603,227,Sonsonate,Acajutla,52359.0
2014,8301,APR,Ingresos,INGPRP,4883676.579662323,603,227,Sonsonate,Acajutla,52359.0
2014,8301,APR,Ingresos,TRFREC,3400323.375,603,227,Sonsonate,Acajutla,52359.0
2014,8301,MOD,Egresos,AMTDEU,231811.9325000048,603,227,Sonsonate,Acajutla,52359.0
2014,8301,MOD,Egresos,GASTOS,4988752.455777526,603,227,Sonsonate,Acajutla,52359.0
2014,8301,MOD,Egresos,INVERS,3063689.061012268,603,227,Sonsonate,Acajutla,52359.0
2014,8301,MOD,Ingresos,INGPRP,4883676.579662323,603,227,Sonsonate,Acajutla,52359.0
2014,8301,MOD,Ingresos,TRFREC,3400577.1050054934,603,227,Sonsonate,Acajutla,52359.0
2015,8301,ACR,Egresos,AMTDEU,246717.626953125,603,227,Sonsonate,Acajutla,52359.0
2015,8301,ACR,Egresos,GASTOS,4200125.561208725,603,227,Sonsonate,Acajutla,52359.0
2015,8301,ACR,Egresos,INVERS,1480133.9032363892,603,227,Sonsonate,Acajutla,52359.0
2015,8301,ACR,Ingresos,INGPRP,2396930.7970199585,603,227,Sonsonate,Acajutla,52359.0
2015,8301,ACR,Ingresos,TRFREC,3163883.9335575104,603,227,Sonsonate,Acajutla,52359.0
2015,8301,APR,Egresos,AMTDEU,246723.4375,603,227,Sonsonate,Acajutla,52359.0
2015,8301,APR,Egresos,GASTOS,5258195.1541137695,603,227,Sonsonate,Acajutla,52359.0
2015,8301,APR,Egresos,INVERS,2365933.5693740845,603,227,Sonsonate,Acajutla,52359.0
2015,8301,APR,Ingresos,INGPRP,4729035.300933838,603,227,Sonsonate,Acajutla,52359.0
2015,8301,APR,Ingresos,TRFREC,3141816.9375,603,227,Sonsonate,Acajutla,52359.0
2015,8301,MOD,Egresos,AMTDEU,246717.6275000572,603,227,Sonsonate,Acajutla,52359.0
2015,8301,MOD,Egresos,GASTOS,5432986.953602314,603,227,Sonsonate,Acajutla,52359.0
2015,8301,MOD,Egresos,INVERS,2213214.64793396,603,227,Sonsonate,Acajutla,52359.0
2015,8301,MOD,Ingresos,INGPRP,4729035.300933838,603,227,Sonsonate,Acajutla,52359.0
2015,8301,MOD,Ingresos,TRFREC,3163884.0078125,603,227,Sonsonate,Acajutla,52359.0
2016,8301,ACR,Egresos,AMTDEU,274375.51953125,603,227,Sonsonate,Acajutla,52359.0
2016,8301,ACR,Egresos,GASTOS,4203398.941146374,603,227,Sonsonate,Acajutla,52359.0
2016,8301,ACR,Egresos,INVERS,892591.0438537598,603,227,Sonsonate,Acajutla,52359.0
2016,8301,ACR,Ingresos,INGDEU,148800.0,603,227,Sonsonate,Acajutla,52359.0
2016,8301,ACR,Ingresos,INGPRP,2470177.797785759,603,227,Sonsonate,Acajutla,52359.0
2016,8301,ACR,Ingresos,TRFREC,3115823.67376709,603,227,Sonsonate,Acajutla,52359.0
2016,8301,APR,Egresos,AMTDEU,262323.0,603,227,Sonsonate,Acajutla,52359.0
2016,8301,APR,Egresos,GASTOS,5533795.115112305,603,227,Sonsonate,Acajutla,52359.0
2016,8301,APR,Egresos,INVERS,1965522.55078125,603,227,Sonsonate,Acajutla,52359.0
2016,8301,APR,Ingresos,INGDEU,0.0,603,227,Sonsonate,Acajutla,52359.0
2016,8301,APR,Ingresos,INGPRP,4646213.613250732,603,227,Sonsonate,Acajutla,52359.0
2016,8301,APR,Ingresos,TRFREC,3115426.75,603,227,Sonsonate,Acajutla,52359.0
2016,8301,MOD,Egresos,AMTDEU,395082.01722717285,603,227,Sonsonate,Acajutla,52359.0
2016,8301,MOD,Egresos,GASTOS,5507420.4956691265,603,227,Sonsonate,Acajutla,52359.0
2016,8301,MOD,Egresos,INVERS,2010707.232666016,603,227,Sonsonate,Acajutla,52359.0
2016,8301,MOD,Ingresos,INGDEU,148800.0,603,227,Sonsonate,Acajutla,52359.0
2016,8301,MOD,Ingresos,INGPRP,4646288.613250732,603,227,Sonsonate,Acajutla,52359.0
2016,8301,MOD,Ingresos,TRFREC,3118120.9598999023,603,227,Sonsonate,Acajutla,52359.0
2017,8301,ACR,Egresos,AMTDEU,305496.9296875,603,227,Sonsonate,Acajutla,52359.0
2017,8301,ACR,Egresos,GASTOS,4215539.878496528,603,227,Sonsonate,Acajutla,52359.0
2017,8301,ACR,Egresos,INVERS,1364726.0876464844,603,227,Sonsonate,Acajutla,52359.0
2017,8301,ACR,Ingresos,INGPRP,2340312.577430725,603,227,Sonsonate,Acajutla,52359.0
2017,8301,ACR,Ingresos,TRFREC,3074650.481010437,603,227,Sonsonate,Acajutla,52359.0
2017,8301,APR,Egresos,AMTDEU,305472.4375,603,227,Sonsonate,Acajutla,52359.0
2017,8301,APR,Egresos,GASTOS,4990130.240234375,603,227,Sonsonate,Acajutla,52359.0
2017,8301,APR,Egresos,INVERS,2326096.6904296875,603,227,Sonsonate,Acajutla,52359.0
2017,8301,APR,Ingresos,INGPRP,4506272.481689453,603,227,Sonsonate,Acajutla,52359.0
2017,8301,APR,Ingresos,TRFREC,3115426.75,603,227,Sonsonate,Acajutla,52359.0
2017,8301,MOD,Egresos,AMTDEU,305496.9375,603,227,Sonsonate,Acajutla,52359.0
2017,8301,MOD,Egresos,GASTOS,5111759.341916442,603,227,Sonsonate,Acajutla,52359.0
2017,8301,MOD,Egresos,INVERS,2164091.7495117188,603,227,Sonsonate,Acajutla,52359.0
2017,8301,MOD,Ingresos,INGPRP,4506697.481689453,603,227,Sonsonate,Acajutla,52359.0
2017,8301,MOD,Ingresos,TRFREC,3074650.44140625,603,227,Sonsonate,Acajutla,52359.0
2018,8301,ACR,Egresos,AMTDEU,325689.451171875,603,227,Sonsonate,Acajutla,52359.0
2018,8301,ACR,Egresos,GASTOS,4311945.957633972,603,227,Sonsonate,Acajutla,52359.0
2018,8301,ACR,Egresos,INVERS,1398164.0608520508,603,227,Sonsonate,Acajutla,52359.0
2018,8301,ACR,Ingresos,INGPRP,2428767.666421175,603,227,Sonsonate,Acajutla,52359.0
2018,8301,ACR,Ingresos,TRFREC,3090851.5062500015,603,227,Sonsonate,Acajutla,52359.0
2018,8301,APR,Egresos,AMTDEU,325887.736328125,603,227,Sonsonate,Acajutla,52359.0
2018,8301,APR,Egresos,GASTOS,5147604.150260925,603,227,Sonsonate,Acajutla,52359.0
2018,8301,APR,Egresos,INVERS,2135743.0903320312,603,227,Sonsonate,Acajutla,52359.0
2018,8301,APR,Ingresos,INGPRP,4519161.813483238,603,227,Sonsonate,Acajutla,52359.0
2018,8301,APR,Ingresos,TRFREC,3090073.15625,603,227,Sonsonate,Acajutla,52359.0
2018,8301,MOD,Egresos,AMTDEU,325689.451171875,603,227,Sonsonate,Acajutla,52359.0
2018,8301,MOD,Egresos,GASTOS,5106993.767562866,603,227,Sonsonate,Acajutla,52359.0
2018,8301,MOD,Egresos,INVERS,2178644.070878908,603,227,Sonsonate,Acajutla,52359.0
2018,8301,MOD,Ingresos,INGPRP,4520375.903326988,603,227,Sonsonate,Acajutla,52359.0
2018,8301,MOD,Ingresos,TRFREC,3090951.40625,603,227,Sonsonate,Acajutla,52359.0
2019,8301,ACR,Ingresos,INGPRP,10171120.563144684,603,227,Sonsonate,Acajutla,52359.0
2019,8301,ACR,Ingresos,TRFREC,1476227.510597229,603,227,Sonsonate,Acajutla,52359.0
2019,8301,APR,Ingresos,INGPRP,11559450.931549072,603,227,Sonsonate,Acajutla,52359.0
2019,8301,APR,Ingresos,TRFREC,1996710.7559814453,603,227,Sonsonate,Acajutla,52359.0
2019,8301,MOD,Ingresos,INGPRP,11592983.146591187,603,227,Sonsonate,Acajutla,52359.0
2019,8301,MOD,Ingresos,TRFREC,1964607.0506311432,603,227,Sonsonate,Acajutla,52359.0
2020,8301,ACR,Egresos,AMTDEU,60067.16015625,603,227,Sonsonate,Acajutla,52359.0
2020,8301,ACR,Egresos,GASTOS,648003.5954360962,603,227,Sonsonate,Acajutla,52359.0
2020,8301,ACR,Egresos,INVERS,204043.15991210935,603,227,Sonsonate,Acajutla,52359.0
2020,8301,ACR,Ingresos,INGPRP,442205.31867980957,603,227,Sonsonate,Acajutla,52359.0
2020,8301,ACR,Ingresos,TRFREC,0.0,603,227,Sonsonate,Acajutla,52359.0
2020,8301,APR,Egresos,AMTDEU,402909.49609375,603,227,Sonsonate,Acajutla,52359.0
2020,8301,APR,Egresos,GASTOS,5738946.702938081,603,227,Sonsonate,Acajutla,52359.0
2020,8301,APR,Egresos,INVERS,3641208.653076172,603,227,Sonsonate,Acajutla,52359.0
2020,8301,APR,Ingresos,INGPRP,5359985.188031673,603,227,Sonsonate,Acajutla,52359.0
2020,8301,APR,Ingresos,TRFREC,4423079.671875,603,227,Sonsonate,Acajutla,52359.0
2020,8301,MOD,Egresos,AMTDEU,402909.49609375,603,227,Sonsonate,Acajutla,52359.0
2020,8301,MOD,Egresos,GASTOS,5930858.326519012,603,227,Sonsonate,Acajutla,52359.0
2020,8301,MOD,Egresos,INVERS,3449297.044658661,603,227,Sonsonate,Acajutla,52359.0
2020,8301,MOD,Ingresos,INGPRP,5359985.188031673,603,227,Sonsonate,Acajutla,52359.0
2020,8301,MOD,Ingresos,TRFREC,4423079.671875,603,227,Sonsonate,Acajutla,52359.0
2010,8302,ACR,Egresos,AMTDEU,818263.248046875,604,228,Sonsonate,Armenia,34912.0
2010,8302,ACR,Egresos,GASTOS,1220614.6258407831,604,228,Sonsonate,Armenia,34912.0
2010,8302,ACR,Egresos,INVERS,1148675.8095493317,604,228,Sonsonate,Armenia,34912.0
2010,8302,ACR,Ingresos,INGDEU,1085511.8515625,604,228,Sonsonate,Armenia,34912.0
2010,8302,ACR,Ingresos,INGPRP,909557.7733056545,604,228,Sonsonate,Armenia,34912.0
2010,8302,ACR,Ingresos,TRFREC,1383849.1108055115,604,228,Sonsonate,Armenia,34912.0
2010,8302,APR,Egresos,AMTDEU,197000.0,604,228,Sonsonate,Armenia,34912.0
2010,8302,APR,Egresos,GASTOS,1086427.5031061172,604,228,Sonsonate,Armenia,34912.0
2010,8302,APR,Egresos,INVERS,475980.375,604,228,Sonsonate,Armenia,34912.0
2010,8302,APR,Ingresos,INGDEU,0.0,604,228,Sonsonate,Armenia,34912.0
2010,8302,APR,Ingresos,INGPRP,467754.59562683105,604,228,Sonsonate,Armenia,34912.0
2010,8302,APR,Ingresos,TRFREC,1291653.28125,604,228,Sonsonate,Armenia,34912.0
2010,8302,MOD,Egresos,AMTDEU,818272.9375,604,228,Sonsonate,Armenia,34912.0
2010,8302,MOD,Egresos,GASTOS,1227271.1888011992,604,228,Sonsonate,Armenia,34912.0
2010,8302,MOD,Egresos,INVERS,1197889.1440124512,604,228,Sonsonate,Armenia,34912.0
2010,8302,MOD,Ingresos,INGDEU,1085511.8515625,604,228,Sonsonate,Armenia,34912.0
2010,8302,MOD,Ingresos,INGPRP,804388.771408081,604,228,Sonsonate,Armenia,34912.0
2010,8302,MOD,Ingresos,TRFREC,1353532.72265625,604,228,Sonsonate,Armenia,34912.0
2011,8302,ACR,Egresos,AMTDEU,259666.6796875,604,228,Sonsonate,Armenia,34912.0
2011,8302,ACR,Egresos,GASTOS,1284833.6628234982,604,228,Sonsonate,Armenia,34912.0
2011,8302,ACR,Egresos,INVERS,739062.3408300877,604,228,Sonsonate,Armenia,34912.0
2011,8302,ACR,Ingresos,INGDEU,592643.0703125,604,228,Sonsonate,Armenia,34912.0
2011,8302,ACR,Ingresos,INGPRP,550566.9069061279,604,228,Sonsonate,Armenia,34912.0
2011,8302,ACR,Ingresos,TRFREC,1857931.8243818285,604,228,Sonsonate,Armenia,34912.0
2011,8302,APR,Egresos,AMTDEU,230000.0,604,228,Sonsonate,Armenia,34912.0
2011,8302,APR,Egresos,GASTOS,1145105.1591796875,604,228,Sonsonate,Armenia,34912.0
2011,8302,APR,Egresos,INVERS,517367.125,604,228,Sonsonate,Armenia,34912.0
2011,8302,APR,Ingresos,INGDEU,0.0,604,228,Sonsonate,Armenia,34912.0
2011,8302,APR,Ingresos,INGPRP,510406.05859375,604,228,Sonsonate,Armenia,34912.0
2011,8302,APR,Ingresos,TRFREC,1382066.21875,604,228,Sonsonate,Armenia,34912.0
2011,8302,MOD,Egresos,AMTDEU,269600.0,604,228,Sonsonate,Armenia,34912.0
2011,8302,MOD,Egresos,GASTOS,1351888.8155059814,604,228,Sonsonate,Armenia,34912.0
2011,8302,MOD,Egresos,INVERS,1616513.2301330566,604,228,Sonsonate,Armenia,34912.0
2011,8302,MOD,Ingresos,INGDEU,592643.0859375,604,228,Sonsonate,Armenia,34912.0
2011,8302,MOD,Ingresos,INGPRP,652699.578125,604,228,Sonsonate,Armenia,34912.0
2011,8302,MOD,Ingresos,TRFREC,1992659.3984375,604,228,Sonsonate,Armenia,34912.0
2012,8302,ACR,Egresos,AMTDEU,1124093.0322265625,604,228,Sonsonate,Armenia,34912.0
2012,8302,ACR,Egresos,GASTOS,1389652.9897688627,604,228,Sonsonate,Armenia,34912.0
2012,8302,ACR,Egresos,INVERS,1673369.686298659,604,228,Sonsonate,Armenia,34912.0
2012,8302,ACR,Ingresos,INGDEU,1321008.970703125,604,228,Sonsonate,Armenia,34912.0
2012,8302,ACR,Ingresos,INGPRP,701258.7374463081,604,228,Sonsonate,Armenia,34912.0
2012,8302,ACR,Ingresos,TRFREC,1791693.8051705658,604,228,Sonsonate,Armenia,34912.0
2012,8302,APR,Egresos,AMTDEU,300000.0,604,228,Sonsonate,Armenia,34912.0
2012,8302,APR,Egresos,GASTOS,1293894.9002990723,604,228,Sonsonate,Armenia,34912.0
2012,8302,APR,Egresos,INVERS,1001719.1875,604,228,Sonsonate,Armenia,34912.0
2012,8302,APR,Ingresos,INGDEU,0.0,604,228,Sonsonate,Armenia,34912.0
2012,8302,APR,Ingresos,INGPRP,550280.0625,604,228,Sonsonate,Armenia,34912.0
2012,8302,APR,Ingresos,TRFREC,2045334.09375,604,228,Sonsonate,Armenia,34912.0
2012,8302,MOD,Egresos,AMTDEU,1124093.033203125,604,228,Sonsonate,Armenia,34912.0
2012,8302,MOD,Egresos,GASTOS,1431708.7031784058,604,228,Sonsonate,Armenia,34912.0
2012,8302,MOD,Egresos,INVERS,1842356.202178955,604,228,Sonsonate,Armenia,34912.0
2012,8302,MOD,Ingresos,INGDEU,1321009.052734375,604,228,Sonsonate,Armenia,34912.0
2012,8302,MOD,Ingresos,INGPRP,932038.1622619629,604,228,Sonsonate,Armenia,34912.0
2012,8302,MOD,Ingresos,TRFREC,2145110.7578125,604,228,Sonsonate,Armenia,34912.0
2013,8302,ACR,Egresos,AMTDEU,701802.7958984375,604,228,Sonsonate,Armenia,34912.0
2013,8302,ACR,Egresos,GASTOS,1585862.7455043793,604,228,Sonsonate,Armenia,34912.0
2013,8302,ACR,Egresos,INVERS,983852.7612535954,604,228,Sonsonate,Armenia,34912.0
2013,8302,ACR,Ingresos,INGDEU,793504.80078125,604,228,Sonsonate,Armenia,34912.0
2013,8302,ACR,Ingresos,INGPRP,704675.2303466797,604,228,Sonsonate,Armenia,34912.0
2013,8302,ACR,Ingresos,TRFREC,1735368.652633667,604,228,Sonsonate,Armenia,34912.0
2013,8302,APR,Egresos,AMTDEU,298356.0,604,228,Sonsonate,Armenia,34912.0
2013,8302,APR,Egresos,GASTOS,1407896.1271972656,604,228,Sonsonate,Armenia,34912.0
2013,8302,APR,Egresos,INVERS,816619.78125,604,228,Sonsonate,Armenia,34912.0
2013,8302,APR,Ingresos,INGDEU,0.0,604,228,Sonsonate,Armenia,34912.0
2013,8302,APR,Ingresos,INGPRP,828268.93359375,604,228,Sonsonate,Armenia,34912.0
2013,8302,APR,Ingresos,TRFREC,1694603.03125,604,228,Sonsonate,Armenia,34912.0
2013,8302,MOD,Egresos,AMTDEU,701809.4689941406,604,228,Sonsonate,Armenia,34912.0
2013,8302,MOD,Egresos,GASTOS,1780048.0684814453,604,228,Sonsonate,Armenia,34912.0
2013,8302,MOD,Egresos,INVERS,1255639.967254639,604,228,Sonsonate,Armenia,34912.0
2013,8302,MOD,Ingresos,INGDEU,793504.80078125,604,228,Sonsonate,Armenia,34912.0
2013,8302,MOD,Ingresos,INGPRP,1208624.0126953125,604,228,Sonsonate,Armenia,34912.0
2013,8302,MOD,Ingresos,TRFREC,1735368.6440429688,604,228,Sonsonate,Armenia,34912.0
2014,8302,ACR,Egresos,AMTDEU,1138523.1478906237,604,228,Sonsonate,Armenia,34912.0
2014,8302,ACR,Egresos,GASTOS,1670569.3363615274,604,228,Sonsonate,Armenia,34912.0
2014,8302,ACR,Egresos,INVERS,1004561.6270258984,604,228,Sonsonate,Armenia,34912.0
2014,8302,ACR,Ingresos,INGDEU,1177543.375,604,228,Sonsonate,Armenia,34912.0
2014,8302,ACR,Ingresos,INGPRP,594001.1156463623,604,228,Sonsonate,Armenia,34912.0
2014,8302,ACR,Ingresos,TRFREC,2057524.960062027,604,228,Sonsonate,Armenia,34912.0
2014,8302,APR,Egresos,AMTDEU,346969.75,604,228,Sonsonate,Armenia,34912.0
2014,8302,APR,Egresos,GASTOS,1451875.8969726562,604,228,Sonsonate,Armenia,34912.0
2014,8302,APR,Egresos,INVERS,585108.75,604,228,Sonsonate,Armenia,34912.0
2014,8302,APR,Ingresos,INGDEU,0.0,604,228,Sonsonate,Armenia,34912.0
2014,8302,APR,Ingresos,INGPRP,651538.583984375,604,228,Sonsonate,Armenia,34912.0
2014,8302,APR,Ingresos,TRFREC,1732415.78125,604,228,Sonsonate,Armenia,34912.0
2014,8302,MOD,Egresos,AMTDEU,1138694.122499999,604,228,Sonsonate,Armenia,34912.0
2014,8302,MOD,Egresos,GASTOS,1801788.7370624542,604,228,Sonsonate,Armenia,34912.0
2014,8302,MOD,Egresos,INVERS,1324607.3771972656,604,228,Sonsonate,Armenia,34912.0
