year,contab,kind,group,amount,id,shp,department,municipality,population
2010,8101,Obligaciones,OBLGCP,217287.5421142578,1101,1,Ahuachapán,Ahuachapán,110511.0
2010,8101,Obligaciones,OBLGLP,33110499.90625,1101,1,Ahuachapán,Ahuachapán,110511.0
2010,8101,Recursos,EXISBU,17856984.541015625,1101,1,Ahuachapán,Ahuachapán,110511.0
2010,8101,Recursos,FDINVF,3865647.8095703125,1101,1,Ahuachapán,Ahuachapán,110511.0
2010,8101,Recursos,INVPRY,58909.16796875,1101,1,Ahuachapán,Ahuachapán,110511.0
2011,8101,Obligaciones,OBLGCP,250882.40533447266,1101,1,Ahuachapán,Ahuachapán,110511.0
2011,8101,Obligaciones,OBLGLP,33654790.269592285,1101,1,Ahuachapán,Ahuachapán,110511.0
2011,8101,Recursos,EXISBU,17848604.022705078,1101,1,Ahuachapán,Ahuachapán,110511.0
2011,8101,Recursos,FDINVF,4384200.6103515625,1101,1,Ahuachapán,Ahuachapán,110511.0
2011,8101,Recursos,INVPRY,84935.91235351562,1101,1,Ahuachapán,Ahuachapán,110511.0
2012,8101,Obligaciones,OBLGCP,262438.29296875,1101,1,Ahuachapán,Ahuachapán,110511.0
2012,8101,Obligaciones,OBLGLP,38274272.23870242,1101,1,Ahuachapán,Ahuachapán,110511.0
2012,8101,Recursos,EXISBU,18141076.393310547,1101,1,Ahuachapán,Ahuachapán,110511.0
2012,8101,Recursos,FDINVF,4291781.4912109375,1101,1,Ahuachapán,Ahuachapán,110511.0
2012,8101,Recursos,INVPRY,-0.2298583984375,1101,1,Ahuachapán,Ahuachapán,110511.0
2013,8101,Obligaciones,OBLGCP,329726.796875,1101,1,Ahuachapán,Ahuachapán,110511.0
2013,8101,Obligaciones,OBLGLP,45268515.71364502,1101,1,Ahuachapán,Ahuachapán,110511.0
2013,8101,Recursos,EXISBU,13824780.029785156,1101,1,Ahuachapán,Ahuachapán,110511.0
2013,8101,Recursos,FDINVF,6604322.982421875,1101,1,Ahuachapán,Ahuachapán,110511.0
2013,8101,Recursos,INVPRY,530302.7734375,1101,1,Ahuachapán,Ahuachapán,110511.0
2014,8101,Obligaciones,OBLGCP,642274.0556640625,1101,1,Ahuachapán,Ahuachapán,110511.0
2014,8101,Obligaciones,OBLGLP,39643654.806518555,1101,1,Ahuachapán,Ahuachapán,110511.0
2014,8101,Recursos,EXISBU,16482560.108886719,1101,1,Ahuachapán,Ahuachapán,110511.0
2014,8101,Recursos,FDINVF,6130096.461425781,1101,1,Ahuachapán,Ahuachapán,110511.0
2014,8101,Recursos,INVPRY,1127347.75,1101,1,Ahuachapán,Ahuachapán,110511.0
2015,8101,Obligaciones,OBLGCP,154302.13159179688,1101,1,Ahuachapán,Ahuachapán,110511.0
2015,8101,Obligaciones,OBLGLP,38696996.12060547,1101,1,Ahuachapán,Ahuachapán,110511.0
2015,8101,Recursos,EXISBU,15976599.87109375,1101,1,Ahuachapán,Ahuachapán,110511.0
2015,8101,Recursos,FDINVF,6244579.413433075,1101,1,Ahuachapán,Ahuachapán,110511.0
2015,8101,Recursos,INVPRY,1794790.0,1101,1,Ahuachapán,Ahuachapán,110511.0
2016,8101,Obligaciones,OBLGCP,62445.3466796875,1101,1,Ahuachapán,Ahuachapán,110511.0
2016,8101,Obligaciones,OBLGLP,38939939.79821777,1101,1,Ahuachapán,Ahuachapán,110511.0
2016,8101,Recursos,EXISBU,16014952.833007812,1101,1,Ahuachapán,Ahuachapán,110511.0
2016,8101,Recursos,FDINVF,8528485.300170898,1101,1,Ahuachapán,Ahuachapán,110511.0
2016,8101,Recursos,INVPRY,2092533.4850234985,1101,1,Ahuachapán,Ahuachapán,110511.0
2017,8101,Obligaciones,OBLGCP,382258.740234375,1101,1,Ahuachapán,Ahuachapán,110511.0
2017,8101,Obligaciones,OBLGLP,48344797.8370142,1101,1,Ahuachapán,Ahuachapán,110511.0
2017,8101,Recursos,EXISBU,17769566.384765625,1101,1,Ahuachapán,Ahuachapán,110511.0
2017,8101,Recursos,FDINVF,9492658.607299805,1101,1,Ahuachapán,Ahuachapán,110511.0
2017,8101,Recursos,INVPRY,245016.44921875,1101,1,Ahuachapán,Ahuachapán,110511.0
2018,8101,Obligaciones,OBLGCP,327671.20568847656,1101,1,Ahuachapán,Ahuachapán,110511.0
2018,8101,Obligaciones,OBLGLP,55505814.49751949,1101,1,Ahuachapán,Ahuachapán,110511.0
2018,8101,Recursos,EXISBU,17814218.319335938,1101,1,Ahuachapán,Ahuachapán,110511.0
2018,8101,Recursos,FDINVF,8243995.37487793,1101,1,Ahuachapán,Ahuachapán,110511.0
2018,8101,Recursos,INVPRY,584732.197265625,1101,1,Ahuachapán,Ahuachapán,110511.0
2019,8101,Obligaciones,OBLGCP,185598.02075195312,1101,1,Ahuachapán,Ahuachapán,110511.0
2019,8101,Obligaciones,OBLGLP,52629221.22133541,1101,1,Ahuachapán,Ahuachapán,110511.0
2019,8101,Recursos,EXISBU,17758032.465625763,1101,1,Ahuachapán,Ahuachapán,110511.0
2019,8101,Recursos,FDINVF,9186948.912353516,1101,1,Ahuachapán,Ahuachapán,110511.0
2019,8101,Recursos,INVPRY,708305.8875732422,1101,1,Ahuachapán,Ahuachapán,110511.0
2020,8101,Obligaciones,OBLGCP,624051.748046875,1101,1,Ahuachapán,Ahuachapán,110511.0
2020,8101,Obligaciones,OBLGLP,58557253.62830734,1101,1,Ahuachapán,Ahuachapán,110511.0
2020,8101,Recursos,EXISBU,17734474.53173828,1101,1,Ahuachapán,Ahuachapán,110511.0
2020,8101,Recursos,FDINVF,10765514.439609528,1101,1,Ahuachapán,Ahuachapán,110511.0
2020,8101,Recursos,INVPRY,1387155.6953125,1101,1,Ahuachapán,Ahuachapán,110511.0
2021,8101,Obligaciones,OBLGCP,496768.5881347656,1101,1,Ahuachapán,Ahuachapán,110511.0
2021,8101,Obligaciones,OBLGLP,49880636.020887375,1101,1,Ahuachapán,Ahuachapán,110511.0
2021,8101,Recursos,EXISBU,16527351.483886719,1101,1,Ahuachapán,Ahuachapán,110511.0
2021,8101,Recursos,FDINVF,11016142.33777237,1101,1,Ahuachapán,Ahuachapán,110511.0
2021,8101,Recursos,INVPRY,961416.302734375,1101,1,Ahuachapán,Ahuachapán,110511.0
2010,8102,Obligaciones,OBLGCP,18155.560072660446,1108,2,Ahuachapán,Apaneca,8383.0
2010,8102,Obligaciones,OBLGLP,7590850.460935354,1108,2,Ahuachapán,Apaneca,8383.0
2010,8102,Recursos,EXISBU,4669373.640136719,1108,2,Ahuachapán,Apaneca,8383.0
2010,8102,Recursos,FDINVF,613378.1662635803,1108,2,Ahuachapán,Apaneca,8383.0
2010,8102,Recursos,INVPRY,42438.33435058594,1108,2,Ahuachapán,Apaneca,8383.0
2011,8102,Obligaciones,OBLGCP,39259.949405670166,1108,2,Ahuachapán,Apaneca,8383.0
2011,8102,Obligaciones,OBLGLP,7972461.6859436035,1108,2,Ahuachapán,Apaneca,8383.0
2011,8102,Recursos,EXISBU,4783049.660583496,1108,2,Ahuachapán,Apaneca,8383.0
2011,8102,Recursos,FDINVF,950894.4937704206,1108,2,Ahuachapán,Apaneca,8383.0
2011,8102,Recursos,INVPRY,42438.34375,1108,2,Ahuachapán,Apaneca,8383.0
2012,8102,Obligaciones,OBLGCP,29344.84992980957,1108,2,Ahuachapán,Apaneca,8383.0
2012,8102,Obligaciones,OBLGLP,8980761.014539957,1108,2,Ahuachapán,Apaneca,8383.0
2012,8102,Recursos,EXISBU,4802676.049987793,1108,2,Ahuachapán,Apaneca,8383.0
2012,8102,Recursos,FDINVF,1115987.6079330444,1108,2,Ahuachapán,Apaneca,8383.0
2012,8102,Recursos,INVPRY,42438.32189941406,1108,2,Ahuachapán,Apaneca,8383.0
2013,8102,Obligaciones,OBLGCP,50294.96059799194,1108,2,Ahuachapán,Apaneca,8383.0
2013,8102,Obligaciones,OBLGLP,7968662.415676117,1108,2,Ahuachapán,Apaneca,8383.0
2013,8102,Recursos,EXISBU,4799750.479919434,1108,2,Ahuachapán,Apaneca,8383.0
2013,8102,Recursos,FDINVF,1089148.2132644653,1108,2,Ahuachapán,Apaneca,8383.0
2013,8102,Recursos,INVPRY,122481.890625,1108,2,Ahuachapán,Apaneca,8383.0
2014,8102,Obligaciones,OBLGCP,67827.42873749137,1108,2,Ahuachapán,Apaneca,8383.0
2014,8102,Obligaciones,OBLGLP,9010871.157116413,1108,2,Ahuachapán,Apaneca,8383.0
2014,8102,Recursos,EXISBU,4799356.279968262,1108,2,Ahuachapán,Apaneca,8383.0
2014,8102,Recursos,FDINVF,1117145.1989974976,1108,2,Ahuachapán,Apaneca,8383.0
2014,8102,Recursos,INVPRY,162930.12890625,1108,2,Ahuachapán,Apaneca,8383.0
2015,8102,Obligaciones,OBLGCP,65572.86792087556,1108,2,Ahuachapán,Apaneca,8383.0
2015,8102,Obligaciones,OBLGLP,7609866.779947758,1108,2,Ahuachapán,Apaneca,8383.0
2015,8102,Recursos,EXISBU,4872334.73828125,1108,2,Ahuachapán,Apaneca,8383.0
2015,8102,Recursos,FDINVF,555840.817199707,1108,2,Ahuachapán,Apaneca,8383.0
2015,8102,Recursos,INVPRY,42438.32501220703,1108,2,Ahuachapán,Apaneca,8383.0
2016,8102,Obligaciones,OBLGCP,95061.08203125,1108,2,Ahuachapán,Apaneca,8383.0
2016,8102,Obligaciones,OBLGLP,11367406.806941986,1108,2,Ahuachapán,Apaneca,8383.0
2016,8102,Recursos,EXISBU,4863658.060058594,1108,2,Ahuachapán,Apaneca,8383.0
2016,8102,Recursos,FDINVF,843417.197265625,1108,2,Ahuachapán,Apaneca,8383.0
2016,8102,Recursos,INVPRY,15364.512451171875,1108,2,Ahuachapán,Apaneca,8383.0
2017,8102,Obligaciones,OBLGCP,67966.71612548828,1108,2,Ahuachapán,Apaneca,8383.0
2017,8102,Obligaciones,OBLGLP,11307074.408252,1108,2,Ahuachapán,Apaneca,8383.0
2017,8102,Recursos,EXISBU,4852907.540039063,1108,2,Ahuachapán,Apaneca,8383.0
2017,8102,Recursos,FDINVF,704817.9375,1108,2,Ahuachapán,Apaneca,8383.0
2017,8102,Recursos,INVPRY,20699.649169921875,1108,2,Ahuachapán,Apaneca,8383.0
2018,8102,Obligaciones,OBLGCP,53077.13146972656,1108,2,Ahuachapán,Apaneca,8383.0
2018,8102,Obligaciones,OBLGLP,11758093.978637695,1108,2,Ahuachapán,Apaneca,8383.0
2018,8102,Recursos,EXISBU,4850188.9599609375,1108,2,Ahuachapán,Apaneca,8383.0
2018,8102,Recursos,FDINVF,740287.21875,1108,2,Ahuachapán,Apaneca,8383.0
2018,8102,Recursos,INVPRY,41575.88342285156,1108,2,Ahuachapán,Apaneca,8383.0
2019,8102,Obligaciones,OBLGCP,64642.39892578125,1108,2,Ahuachapán,Apaneca,8383.0
2019,8102,Obligaciones,OBLGLP,10126896.567961426,1108,2,Ahuachapán,Apaneca,8383.0
2019,8102,Recursos,EXISBU,4850576.990234375,1108,2,Ahuachapán,Apaneca,8383.0
2019,8102,Recursos,FDINVF,656475.61328125,1108,2,Ahuachapán,Apaneca,8383.0
2019,8102,Recursos,INVPRY,74717.57495117188,1108,2,Ahuachapán,Apaneca,8383.0
2020,8102,Obligaciones,OBLGCP,270887.9369506836,1108,2,Ahuachapán,Apaneca,8383.0
2020,8102,Obligaciones,OBLGLP,14767101.076515198,1108,2,Ahuachapán,Apaneca,8383.0
2020,8102,Recursos,EXISBU,4842693.860412598,1108,2,Ahuachapán,Apaneca,8383.0
2020,8102,Recursos,FDINVF,1282172.4443359375,1108,2,Ahuachapán,Apaneca,8383.0
2020,8102,Recursos,INVPRY,252804.71948242188,1108,2,Ahuachapán,Apaneca,8383.0
2021,8102,Obligaciones,OBLGCP,271039.7703552246,1108,2,Ahuachapán,Apaneca,8383.0
2021,8102,Obligaciones,OBLGLP,7880452.335388184,1108,2,Ahuachapán,Apaneca,8383.0
2021,8102,Recursos,EXISBU,4846904.149902344,1108,2,Ahuachapán,Apaneca,8383.0
2021,8102,Recursos,FDINVF,1700697.009765625,1108,2,Ahuachapán,Apaneca,8383.0
2021,8102,Recursos,INVPRY,150728.49877929688,1108,2,Ahuachapán,Apaneca,8383.0
2010,8103,Obligaciones,OBLGCP,17163.399780273438,1102,3,Ahuachapán,Atiquizaya,33587.0
2010,8103,Obligaciones,OBLGLP,8421904.334335327,1102,3,Ahuachapán,Atiquizaya,33587.0
2010,8103,Recursos,EXISBU,2324025.26953125,1102,3,Ahuachapán,Atiquizaya,33587.0
2010,8103,Recursos,FDINVF,856651.4688720703,1102,3,Ahuachapán,Atiquizaya,33587.0
2010,8103,Recursos,INVPRY,205190.16562652588,1102,3,Ahuachapán,Atiquizaya,33587.0
2011,8103,Obligaciones,OBLGCP,7171.36865234375,1102,3,Ahuachapán,Atiquizaya,33587.0
2011,8103,Obligaciones,OBLGLP,8914182.310064087,1102,3,Ahuachapán,Atiquizaya,33587.0
2011,8103,Recursos,EXISBU,2309269.44921875,1102,3,Ahuachapán,Atiquizaya,33587.0
2011,8103,Recursos,FDINVF,1396967.8486328125,1102,3,Ahuachapán,Atiquizaya,33587.0
2011,8103,Recursos,INVPRY,244694.8399658203,1102,3,Ahuachapán,Atiquizaya,33587.0
2012,8103,Obligaciones,OBLGCP,83953.3203125,1102,3,Ahuachapán,Atiquizaya,33587.0
2012,8103,Obligaciones,OBLGLP,10939580.704467773,1102,3,Ahuachapán,Atiquizaya,33587.0
2012,8103,Recursos,EXISBU,2302097.8173828125,1102,3,Ahuachapán,Atiquizaya,33587.0
2012,8103,Recursos,FDINVF,973948.501953125,1102,3,Ahuachapán,Atiquizaya,33587.0
2012,8103,Recursos,INVPRY,349402.375,1102,3,Ahuachapán,Atiquizaya,33587.0
2013,8103,Obligaciones,OBLGCP,93427.0703125,1102,3,Ahuachapán,Atiquizaya,33587.0
2013,8103,Obligaciones,OBLGLP,11325084.220458984,1102,3,Ahuachapán,Atiquizaya,33587.0
2013,8103,Recursos,EXISBU,2681354.5576171875,1102,3,Ahuachapán,Atiquizaya,33587.0
2013,8103,Recursos,FDINVF,1056843.4636230469,1102,3,Ahuachapán,Atiquizaya,33587.0
2013,8103,Recursos,INVPRY,352966.0390625,1102,3,Ahuachapán,Atiquizaya,33587.0
2014,8103,Obligaciones,OBLGCP,106687.1640625,1102,3,Ahuachapán,Atiquizaya,33587.0
2014,8103,Obligaciones,OBLGLP,12718635.638669739,1102,3,Ahuachapán,Atiquizaya,33587.0
2014,8103,Recursos,EXISBU,2646484.8399353027,1102,3,Ahuachapán,Atiquizaya,33587.0
2014,8103,Recursos,FDINVF,1621658.4200134277,1102,3,Ahuachapán,Atiquizaya,33587.0
2014,8103,Recursos,INVPRY,383186.9953613281,1102,3,Ahuachapán,Atiquizaya,33587.0
2015,8103,Obligaciones,OBLGCP,177127.43505859375,1102,3,Ahuachapán,Atiquizaya,33587.0
2015,8103,Obligaciones,OBLGLP,12837365.732177734,1102,3,Ahuachapán,Atiquizaya,33587.0
2015,8103,Recursos,EXISBU,2887034.638671875,1102,3,Ahuachapán,Atiquizaya,33587.0
2015,8103,Recursos,FDINVF,1564146.3444824219,1102,3,Ahuachapán,Atiquizaya,33587.0
2015,8103,Recursos,INVPRY,479890.9393310547,1102,3,Ahuachapán,Atiquizaya,33587.0
2016,8103,Obligaciones,OBLGCP,149074.74072265625,1102,3,Ahuachapán,Atiquizaya,33587.0
2016,8103,Obligaciones,OBLGLP,11190415.618652344,1102,3,Ahuachapán,Atiquizaya,33587.0
2016,8103,Recursos,EXISBU,2869253.8051757812,1102,3,Ahuachapán,Atiquizaya,33587.0
2016,8103,Recursos,FDINVF,1327455.219116211,1102,3,Ahuachapán,Atiquizaya,33587.0
2016,8103,Recursos,INVPRY,493327.87913894653,1102,3,Ahuachapán,Atiquizaya,33587.0
2017,8103,Obligaciones,OBLGCP,166377.95068359375,1102,3,Ahuachapán,Atiquizaya,33587.0
2017,8103,Obligaciones,OBLGLP,12578039.996444702,1102,3,Ahuachapán,Atiquizaya,33587.0
2017,8103,Recursos,EXISBU,2888114.6645507812,1102,3,Ahuachapán,Atiquizaya,33587.0
2017,8103,Recursos,FDINVF,1254506.4665527344,1102,3,Ahuachapán,Atiquizaya,33587.0
2017,8103,Recursos,INVPRY,500094.27197265625,1102,3,Ahuachapán,Atiquizaya,33587.0
2018,8103,Obligaciones,OBLGCP,158238.65234375,1102,3,Ahuachapán,Atiquizaya,33587.0
2018,8103,Obligaciones,OBLGLP,11311626.803131104,1102,3,Ahuachapán,Atiquizaya,33587.0
2018,8103,Recursos,EXISBU,2876957.4765625,1102,3,Ahuachapán,Atiquizaya,33587.0
2018,8103,Recursos,FDINVF,936452.556640625,1102,3,Ahuachapán,Atiquizaya,33587.0
2018,8103,Recursos,INVPRY,537868.1031188965,1102,3,Ahuachapán,Atiquizaya,33587.0
2019,8103,Obligaciones,OBLGCP,332688.4973144531,1102,3,Ahuachapán,Atiquizaya,33587.0
2019,8103,Obligaciones,OBLGLP,13306290.841084592,1102,3,Ahuachapán,Atiquizaya,33587.0
2019,8103,Recursos,EXISBU,3305652.9541015625,1102,3,Ahuachapán,Atiquizaya,33587.0
2019,8103,Recursos,FDINVF,959044.919921875,1102,3,Ahuachapán,Atiquizaya,33587.0
2019,8103,Recursos,INVPRY,245093.30859375,1102,3,Ahuachapán,Atiquizaya,33587.0
2020,8103,Obligaciones,OBLGCP,35831.14208984375,1102,3,Ahuachapán,Atiquizaya,33587.0
2020,8103,Obligaciones,OBLGLP,6123999.384336472,1102,3,Ahuachapán,Atiquizaya,33587.0
2020,8103,Recursos,EXISBU,3308158.36328125,1102,3,Ahuachapán,Atiquizaya,33587.0
2020,8103,Recursos,FDINVF,1145364.9621582031,1102,3,Ahuachapán,Atiquizaya,33587.0
2020,8103,Recursos,INVPRY,252507.890625,1102,3,Ahuachapán,Atiquizaya,33587.0
2010,8104,Obligaciones,OBLGCP,6444.76008605957,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2010,8104,Obligaciones,OBLGLP,3737145.71969223,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2010,8104,Recursos,EXISBU,1154301.2979736328,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2010,8104,Recursos,FDINVF,449410.15838623047,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2010,8104,Recursos,INVPRY,58704.346923828125,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2011,8104,Obligaciones,OBLGCP,14295.249568939209,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2011,8104,Obligaciones,OBLGLP,4309434.774139404,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2011,8104,Recursos,EXISBU,1207928.4207763672,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2011,8104,Recursos,FDINVF,575698.2634887695,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2011,8104,Recursos,INVPRY,59760.9990234375,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2012,8104,Obligaciones,OBLGCP,19322.869415283203,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2012,8104,Obligaciones,OBLGLP,4477608.460861206,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2012,8104,Recursos,EXISBU,1209124.927734375,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2012,8104,Recursos,FDINVF,767708.5974578857,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2012,8104,Recursos,INVPRY,63538.419921875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2013,8104,Obligaciones,OBLGCP,37381.97114562988,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2013,8104,Obligaciones,OBLGLP,4974114.990951538,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2013,8104,Recursos,EXISBU,1230580.8774414062,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2013,8104,Recursos,FDINVF,815184.6419067383,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2013,8104,Recursos,INVPRY,88234.57666015625,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2014,8104,Obligaciones,OBLGCP,14493.25038433075,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2014,8104,Obligaciones,OBLGLP,5454309.764877319,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2014,8104,Recursos,EXISBU,1228271.505493164,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2014,8104,Recursos,FDINVF,909333.030090332,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2014,8104,Recursos,INVPRY,89651.94812011719,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2015,8104,Obligaciones,OBLGCP,27930.399841308594,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2015,8104,Obligaciones,OBLGLP,5618594.44102478,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2015,8104,Recursos,EXISBU,1192926.12890625,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2015,8104,Recursos,FDINVF,911261.6145019531,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2015,8104,Recursos,INVPRY,2492.7421875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2016,8104,Obligaciones,OBLGCP,99411.01940917969,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2016,8104,Obligaciones,OBLGLP,5416912.953212738,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2016,8104,Recursos,EXISBU,1201745.455078125,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2016,8104,Recursos,FDINVF,967330.5654296875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2016,8104,Recursos,INVPRY,55029.19999694824,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2017,8104,Obligaciones,OBLGCP,105359.31372070314,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2017,8104,Obligaciones,OBLGLP,7404893.155652314,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2017,8104,Recursos,EXISBU,1202660.21875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2017,8104,Recursos,FDINVF,791037.7626953125,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2017,8104,Recursos,INVPRY,1000.0292053222656,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2018,8104,Obligaciones,OBLGCP,14588.009216308594,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2018,8104,Obligaciones,OBLGLP,8653682.19170475,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2018,8104,Recursos,EXISBU,1185534.34765625,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2018,8104,Recursos,FDINVF,711023.7954687513,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2018,8104,Recursos,INVPRY,-0.0849609375,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2019,8104,Obligaciones,OBLGCP,19926.771850585938,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2019,8104,Obligaciones,OBLGLP,9310974.32232666,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2019,8104,Recursos,EXISBU,1168479.25390625,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2019,8104,Recursos,FDINVF,726978.640625,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2019,8104,Recursos,INVPRY,37000.0625,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2020,8104,Obligaciones,OBLGCP,92051.0902709961,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2020,8104,Obligaciones,OBLGLP,13241817.94821167,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2020,8104,Recursos,EXISBU,1186210.48046875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2020,8104,Recursos,FDINVF,1716163.162109375,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2020,8104,Recursos,INVPRY,-0.044921875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2021,8104,Obligaciones,OBLGCP,7843.8508224487305,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2021,8104,Obligaciones,OBLGLP,4101664.2927246094,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2021,8104,Recursos,EXISBU,1186210.5,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2021,8104,Recursos,FDINVF,1988553.75,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2021,8104,Recursos,INVPRY,0.0107421875,1105,4,Ahuachapán,Concepción de Ataco,12786.0
2010,8105,Obligaciones,OBLGCP,54287.2190246582,1112,5,Ahuachapán,El Refugio,8171.0
2010,8105,Obligaciones,OBLGLP,4956950.566986084,1112,5,Ahuachapán,El Refugio,8171.0
2010,8105,Recursos,EXISBU,1422896.6009521484,1112,5,Ahuachapán,El Refugio,8171.0
2010,8105,Recursos,FDINVF,533641.2406311035,1112,5,Ahuachapán,El Refugio,8171.0
2010,8105,Recursos,INVPRY,137719.921875,1112,5,Ahuachapán,El Refugio,8171.0
2011,8105,Obligaciones,OBLGCP,72728.98969268799,1112,5,Ahuachapán,El Refugio,8171.0
2011,8105,Obligaciones,OBLGLP,4581000.085929871,1112,5,Ahuachapán,El Refugio,8171.0
2011,8105,Recursos,EXISBU,1410142.8046875,1112,5,Ahuachapán,El Refugio,8171.0
2011,8105,Recursos,FDINVF,639136.5210876465,1112,5,Ahuachapán,El Refugio,8171.0
2011,8105,Recursos,INVPRY,4092.6875,1112,5,Ahuachapán,El Refugio,8171.0
2012,8105,Obligaciones,OBLGCP,154851.3341217041,1112,5,Ahuachapán,El Refugio,8171.0
2012,8105,Obligaciones,OBLGLP,4021643.7368927,1112,5,Ahuachapán,El Refugio,8171.0
2012,8105,Recursos,EXISBU,1410863.029663086,1112,5,Ahuachapán,El Refugio,8171.0
2012,8105,Recursos,FDINVF,1094267.2224731445,1112,5,Ahuachapán,El Refugio,8171.0
2012,8105,Recursos,INVPRY,0.001220703125,1112,5,Ahuachapán,El Refugio,8171.0
2013,8105,Obligaciones,OBLGCP,71289.00822067261,1112,5,Ahuachapán,El Refugio,8171.0
2013,8105,Obligaciones,OBLGLP,5216403.89125824,1112,5,Ahuachapán,El Refugio,8171.0
2013,8105,Recursos,EXISBU,1397883.3950195312,1112,5,Ahuachapán,El Refugio,8171.0
2013,8105,Recursos,FDINVF,1307408.3223876953,1112,5,Ahuachapán,El Refugio,8171.0
2013,8105,Recursos,INVPRY,0.0,1112,5,Ahuachapán,El Refugio,8171.0
2014,8105,Obligaciones,OBLGCP,95901.00033569336,1112,5,Ahuachapán,El Refugio,8171.0
2014,8105,Obligaciones,OBLGLP,4969516.60391593,1112,5,Ahuachapán,El Refugio,8171.0
2014,8105,Recursos,EXISBU,1385217.1852416992,1112,5,Ahuachapán,El Refugio,8171.0
2014,8105,Recursos,FDINVF,1216859.4596252441,1112,5,Ahuachapán,El Refugio,8171.0
2014,8105,Recursos,INVPRY,0.0,1112,5,Ahuachapán,El Refugio,8171.0
2015,8105,Obligaciones,OBLGCP,101890.27453613281,1112,5,Ahuachapán,El Refugio,8171.0
2015,8105,Obligaciones,OBLGLP,9173014.103582382,1112,5,Ahuachapán,El Refugio,8171.0
2015,8105,Recursos,EXISBU,1484661.382446289,1112,5,Ahuachapán,El Refugio,8171.0
2015,8105,Recursos,FDINVF,1257824.6725158691,1112,5,Ahuachapán,El Refugio,8171.0
2015,8105,Recursos,INVPRY,18115.21875,1112,5,Ahuachapán,El Refugio,8171.0
2016,8105,Obligaciones,OBLGCP,84304.59158945084,1112,5,Ahuachapán,El Refugio,8171.0
2016,8105,Obligaciones,OBLGLP,4955564.09446167,1112,5,Ahuachapán,El Refugio,8171.0
2016,8105,Recursos,EXISBU,1477632.2982177734,1112,5,Ahuachapán,El Refugio,8171.0
2016,8105,Recursos,FDINVF,1247402.6450195312,1112,5,Ahuachapán,El Refugio,8171.0
