year,contab,kind,group,amount,id,shp,department,municipality,population
2014,8305,Recursos,INVPRY,1069329.9375,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2015,8305,Obligaciones,OBLGCP,178805.97827148438,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2015,8305,Obligaciones,OBLGLP,5676766.78616333,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2015,8305,Recursos,EXISBU,853165.3325195312,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2015,8305,Recursos,FDINVF,1170553.88671875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2015,8305,Recursos,INVPRY,1192040.720703125,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2016,8305,Obligaciones,OBLGCP,199579.8485107422,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2016,8305,Obligaciones,OBLGLP,5641308.373903811,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2016,8305,Recursos,EXISBU,846479.884765625,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2016,8305,Recursos,FDINVF,619739.8671875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2016,8305,Recursos,INVPRY,1382803.892578125,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2017,8305,Obligaciones,OBLGCP,311211.09130859375,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2017,8305,Obligaciones,OBLGLP,8560885.508042812,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2017,8305,Recursos,EXISBU,29626.24560546875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2017,8305,Recursos,FDINVF,381209.2165722847,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2017,8305,Recursos,INVPRY,235938.9873046875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2018,8305,Obligaciones,OBLGCP,252147.26171875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2018,8305,Obligaciones,OBLGLP,6325480.570111275,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2018,8305,Recursos,EXISBU,137485.3505859375,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2018,8305,Recursos,FDINVF,584493.8994140625,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2018,8305,Recursos,INVPRY,603931.734375,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2019,8305,Obligaciones,OBLGCP,1187790.9140625,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2019,8305,Obligaciones,OBLGLP,15319034.284399033,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2019,8305,Recursos,EXISBU,168467.80029296875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2019,8305,Recursos,FDINVF,2052750.6076562498,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2019,8305,Recursos,INVPRY,226249.7109375,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2020,8305,Obligaciones,OBLGCP,525110.8171629906,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2020,8305,Obligaciones,OBLGLP,10877258.695892334,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2020,8305,Recursos,EXISBU,170595.96990966797,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2020,8305,Recursos,FDINVF,1877805.123046875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2020,8305,Recursos,INVPRY,201533.38623046875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2021,8305,Obligaciones,OBLGCP,393583.0444335937,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2021,8305,Obligaciones,OBLGLP,6837539.410919189,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2021,8305,Recursos,EXISBU,183268.12060546875,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2021,8305,Recursos,FDINVF,1609023.123840332,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2021,8305,Recursos,INVPRY,201533.3828125,614,239,Sonsonate,Santa Isabel Ishuatán,10241.0
2010,8306,Obligaciones,OBLGCP,19277.1259765625,602,231,Sonsonate,Izalco,70959.0
2010,8306,Obligaciones,OBLGLP,7210959.165924072,602,231,Sonsonate,Izalco,70959.0
2010,8306,Recursos,EXISBU,526663.3586425781,602,231,Sonsonate,Izalco,70959.0
2010,8306,Recursos,FDINVF,1619849.4114379883,602,231,Sonsonate,Izalco,70959.0
2010,8306,Recursos,INVPRY,356299.890625,602,231,Sonsonate,Izalco,70959.0
2011,8306,Obligaciones,OBLGCP,24528.094848632812,602,231,Sonsonate,Izalco,70959.0
2011,8306,Obligaciones,OBLGLP,9192791.852539062,602,231,Sonsonate,Izalco,70959.0
2011,8306,Recursos,EXISBU,508436.8937988281,602,231,Sonsonate,Izalco,70959.0
2011,8306,Recursos,FDINVF,2115263.29282856,602,231,Sonsonate,Izalco,70959.0
2011,8306,Recursos,INVPRY,349755.21875,602,231,Sonsonate,Izalco,70959.0
2012,8306,Obligaciones,OBLGCP,52898.7497253418,602,231,Sonsonate,Izalco,70959.0
2012,8306,Obligaciones,OBLGLP,11304428.610982666,602,231,Sonsonate,Izalco,70959.0
2012,8306,Recursos,EXISBU,463367.513671875,602,231,Sonsonate,Izalco,70959.0
2012,8306,Recursos,FDINVF,1394214.5859375,602,231,Sonsonate,Izalco,70959.0
2012,8306,Recursos,INVPRY,376570.578125,602,231,Sonsonate,Izalco,70959.0
2013,8306,Obligaciones,OBLGCP,55234.28853416443,602,231,Sonsonate,Izalco,70959.0
2013,8306,Obligaciones,OBLGLP,11516028.807128906,602,231,Sonsonate,Izalco,70959.0
2013,8306,Recursos,EXISBU,832574.6083984375,602,231,Sonsonate,Izalco,70959.0
2013,8306,Recursos,FDINVF,1218199.5703125,602,231,Sonsonate,Izalco,70959.0
2013,8306,Recursos,INVPRY,487597.52380371094,602,231,Sonsonate,Izalco,70959.0
2014,8306,Obligaciones,OBLGCP,125624.27090072633,602,231,Sonsonate,Izalco,70959.0
2014,8306,Obligaciones,OBLGLP,11152284.93008542,602,231,Sonsonate,Izalco,70959.0
2014,8306,Recursos,EXISBU,872769.9440917969,602,231,Sonsonate,Izalco,70959.0
2014,8306,Recursos,FDINVF,1274607.0007629395,602,231,Sonsonate,Izalco,70959.0
2014,8306,Recursos,INVPRY,201424.328125,602,231,Sonsonate,Izalco,70959.0
2015,8306,Obligaciones,OBLGCP,44170.7890625,602,231,Sonsonate,Izalco,70959.0
2015,8306,Obligaciones,OBLGLP,9448794.563465118,602,231,Sonsonate,Izalco,70959.0
2015,8306,Recursos,EXISBU,864826.8678588867,602,231,Sonsonate,Izalco,70959.0
2015,8306,Recursos,FDINVF,1562748.3541374207,602,231,Sonsonate,Izalco,70959.0
2015,8306,Recursos,INVPRY,194286.86952972412,602,231,Sonsonate,Izalco,70959.0
2016,8306,Obligaciones,OBLGCP,119481.2100715637,602,231,Sonsonate,Izalco,70959.0
2016,8306,Obligaciones,OBLGLP,10805519.263831675,602,231,Sonsonate,Izalco,70959.0
2016,8306,Recursos,EXISBU,986574.3703613281,602,231,Sonsonate,Izalco,70959.0
2016,8306,Recursos,FDINVF,2209873.231914062,602,231,Sonsonate,Izalco,70959.0
2016,8306,Recursos,INVPRY,219140.2109375,602,231,Sonsonate,Izalco,70959.0
2017,8306,Obligaciones,OBLGCP,102221.26288986206,602,231,Sonsonate,Izalco,70959.0
2017,8306,Obligaciones,OBLGLP,14311075.388830185,602,231,Sonsonate,Izalco,70959.0
2017,8306,Recursos,EXISBU,1204165.1010742188,602,231,Sonsonate,Izalco,70959.0
2017,8306,Recursos,FDINVF,2149968.288116455,602,231,Sonsonate,Izalco,70959.0
2017,8306,Recursos,INVPRY,128647.30078125,602,231,Sonsonate,Izalco,70959.0
2018,8306,Obligaciones,OBLGCP,160042.10546875,602,231,Sonsonate,Izalco,70959.0
2018,8306,Obligaciones,OBLGLP,20425830.51964569,602,231,Sonsonate,Izalco,70959.0
2018,8306,Recursos,EXISBU,1290388.681640625,602,231,Sonsonate,Izalco,70959.0
2018,8306,Recursos,FDINVF,2641882.425649414,602,231,Sonsonate,Izalco,70959.0
2018,8306,Recursos,INVPRY,97486.70703125,602,231,Sonsonate,Izalco,70959.0
2019,8306,Obligaciones,OBLGCP,85534.9453125,602,231,Sonsonate,Izalco,70959.0
2019,8306,Obligaciones,OBLGLP,25427882.45780182,602,231,Sonsonate,Izalco,70959.0
2019,8306,Recursos,EXISBU,5472024.9150390625,602,231,Sonsonate,Izalco,70959.0
2019,8306,Recursos,FDINVF,3245731.487050781,602,231,Sonsonate,Izalco,70959.0
2019,8306,Recursos,INVPRY,17264.990234375,602,231,Sonsonate,Izalco,70959.0
2020,8306,Obligaciones,OBLGCP,127273.39196777344,602,231,Sonsonate,Izalco,70959.0
2020,8306,Obligaciones,OBLGLP,41233106.208496094,602,231,Sonsonate,Izalco,70959.0
2020,8306,Recursos,EXISBU,6269949.9345703125,602,231,Sonsonate,Izalco,70959.0
2020,8306,Recursos,FDINVF,5732789.5029296875,602,231,Sonsonate,Izalco,70959.0
2020,8306,Recursos,INVPRY,45465.75,602,231,Sonsonate,Izalco,70959.0
2021,8306,Obligaciones,OBLGCP,179762.45971679688,602,231,Sonsonate,Izalco,70959.0
2021,8306,Obligaciones,OBLGLP,34246831.323554635,602,231,Sonsonate,Izalco,70959.0
2021,8306,Recursos,EXISBU,6357951.982421875,602,231,Sonsonate,Izalco,70959.0
2021,8306,Recursos,FDINVF,6803111.2880859375,602,231,Sonsonate,Izalco,70959.0
2021,8306,Recursos,INVPRY,47651.3515625,602,231,Sonsonate,Izalco,70959.0
2010,8307,Obligaciones,OBLGCP,18550.750228881836,606,232,Sonsonate,Juayúa,24465.0
2010,8307,Obligaciones,OBLGLP,14177666.819888115,606,232,Sonsonate,Juayúa,24465.0
2010,8307,Recursos,EXISBU,9338704.360351562,606,232,Sonsonate,Juayúa,24465.0
2010,8307,Recursos,FDINVF,1089059.8059387207,606,232,Sonsonate,Juayúa,24465.0
2010,8307,Recursos,INVPRY,1200955.151184082,606,232,Sonsonate,Juayúa,24465.0
2011,8307,Obligaciones,OBLGCP,29053.636596679688,606,232,Sonsonate,Juayúa,24465.0
2011,8307,Obligaciones,OBLGLP,14727290.285575867,606,232,Sonsonate,Juayúa,24465.0
2011,8307,Recursos,EXISBU,9294672.979492188,606,232,Sonsonate,Juayúa,24465.0
2011,8307,Recursos,FDINVF,1463717.4556274414,606,232,Sonsonate,Juayúa,24465.0
2011,8307,Recursos,INVPRY,1440668.0473632812,606,232,Sonsonate,Juayúa,24465.0
2012,8307,Obligaciones,OBLGCP,19108.808837890625,606,232,Sonsonate,Juayúa,24465.0
2012,8307,Obligaciones,OBLGLP,17489404.311466217,606,232,Sonsonate,Juayúa,24465.0
2012,8307,Recursos,EXISBU,9292156.549804688,606,232,Sonsonate,Juayúa,24465.0
2012,8307,Recursos,FDINVF,3035088.8450012207,606,232,Sonsonate,Juayúa,24465.0
2012,8307,Recursos,INVPRY,2068321.292175293,606,232,Sonsonate,Juayúa,24465.0
2013,8307,Obligaciones,OBLGCP,32586.41436767578,606,232,Sonsonate,Juayúa,24465.0
2013,8307,Obligaciones,OBLGLP,19254807.93870282,606,232,Sonsonate,Juayúa,24465.0
2013,8307,Recursos,EXISBU,9465452.891601562,606,232,Sonsonate,Juayúa,24465.0
2013,8307,Recursos,FDINVF,2532232.4778137207,606,232,Sonsonate,Juayúa,24465.0
2013,8307,Recursos,INVPRY,1923214.2185058594,606,232,Sonsonate,Juayúa,24465.0
2014,8307,Obligaciones,OBLGCP,25959.656831026077,606,232,Sonsonate,Juayúa,24465.0
2014,8307,Obligaciones,OBLGLP,19322245.229296878,606,232,Sonsonate,Juayúa,24465.0
2014,8307,Recursos,EXISBU,9470627.889648438,606,232,Sonsonate,Juayúa,24465.0
2014,8307,Recursos,FDINVF,1774752.4778137207,606,232,Sonsonate,Juayúa,24465.0
2014,8307,Recursos,INVPRY,1959436.041015625,606,232,Sonsonate,Juayúa,24465.0
2015,8307,Obligaciones,OBLGCP,62103.024101257324,606,232,Sonsonate,Juayúa,24465.0
2015,8307,Obligaciones,OBLGLP,21779351.757139206,606,232,Sonsonate,Juayúa,24465.0
2015,8307,Recursos,EXISBU,13604922.189453125,606,232,Sonsonate,Juayúa,24465.0
2015,8307,Recursos,FDINVF,1899454.4902648926,606,232,Sonsonate,Juayúa,24465.0
2015,8307,Recursos,INVPRY,2094348.089767456,606,232,Sonsonate,Juayúa,24465.0
2016,8307,Obligaciones,OBLGCP,73497.40127563477,606,232,Sonsonate,Juayúa,24465.0
2016,8307,Obligaciones,OBLGLP,22533944.10533619,606,232,Sonsonate,Juayúa,24465.0
2016,8307,Recursos,EXISBU,13570639.51953125,606,232,Sonsonate,Juayúa,24465.0
2016,8307,Recursos,FDINVF,1622988.4231262207,606,232,Sonsonate,Juayúa,24465.0
2016,8307,Recursos,INVPRY,2262115.0199127197,606,232,Sonsonate,Juayúa,24465.0
2017,8307,Obligaciones,OBLGCP,180265.8968963623,606,232,Sonsonate,Juayúa,24465.0
2017,8307,Obligaciones,OBLGLP,26135095.327575684,606,232,Sonsonate,Juayúa,24465.0
2017,8307,Recursos,EXISBU,13944390.3984375,606,232,Sonsonate,Juayúa,24465.0
2017,8307,Recursos,FDINVF,1644460.5149230957,606,232,Sonsonate,Juayúa,24465.0
2017,8307,Recursos,INVPRY,4342.319091796875,606,232,Sonsonate,Juayúa,24465.0
2018,8307,Obligaciones,OBLGCP,101842.63842773438,606,232,Sonsonate,Juayúa,24465.0
2018,8307,Obligaciones,OBLGLP,24952622.529655457,606,232,Sonsonate,Juayúa,24465.0
2018,8307,Recursos,EXISBU,9872714.791015625,606,232,Sonsonate,Juayúa,24465.0
2018,8307,Recursos,FDINVF,1509645.2043457031,606,232,Sonsonate,Juayúa,24465.0
2018,8307,Recursos,INVPRY,15326.184814453123,606,232,Sonsonate,Juayúa,24465.0
2019,8307,Obligaciones,OBLGCP,206073.005859375,606,232,Sonsonate,Juayúa,24465.0
2019,8307,Obligaciones,OBLGLP,47696079.654521465,606,232,Sonsonate,Juayúa,24465.0
2019,8307,Recursos,EXISBU,15594489.478027344,606,232,Sonsonate,Juayúa,24465.0
2019,8307,Recursos,FDINVF,2309606.297470093,606,232,Sonsonate,Juayúa,24465.0
2019,8307,Recursos,INVPRY,273894.1442871094,606,232,Sonsonate,Juayúa,24465.0
2020,8307,Obligaciones,OBLGCP,408483.6774902344,606,232,Sonsonate,Juayúa,24465.0
2020,8307,Obligaciones,OBLGLP,45740075.38647461,606,232,Sonsonate,Juayúa,24465.0
2020,8307,Recursos,EXISBU,15922522.723876953,606,232,Sonsonate,Juayúa,24465.0
2020,8307,Recursos,FDINVF,2900477.999267578,606,232,Sonsonate,Juayúa,24465.0
2020,8307,Recursos,INVPRY,719024.69921875,606,232,Sonsonate,Juayúa,24465.0
2010,8308,Obligaciones,OBLGCP,31517.530029296875,610,233,Sonsonate,Nahuizalco,10417.0
2010,8308,Obligaciones,OBLGLP,6112281.4304122925,610,233,Sonsonate,Nahuizalco,10417.0
2010,8308,Recursos,EXISBU,369794.93505859375,610,233,Sonsonate,Nahuizalco,10417.0
2010,8308,Recursos,FDINVF,1553047.7692203522,610,233,Sonsonate,Nahuizalco,10417.0
2010,8308,Recursos,INVPRY,720152.09375,610,233,Sonsonate,Nahuizalco,10417.0
2011,8308,Obligaciones,OBLGCP,44499.359802246094,610,233,Sonsonate,Nahuizalco,10417.0
2011,8308,Obligaciones,OBLGLP,8107695.407904148,610,233,Sonsonate,Nahuizalco,10417.0
2011,8308,Recursos,EXISBU,353522.86474609375,610,233,Sonsonate,Nahuizalco,10417.0
2011,8308,Recursos,FDINVF,1917374.884062767,610,233,Sonsonate,Nahuizalco,10417.0
2011,8308,Recursos,INVPRY,708036.2890625,610,233,Sonsonate,Nahuizalco,10417.0
2012,8308,Obligaciones,OBLGCP,34445.17990112305,610,233,Sonsonate,Nahuizalco,10417.0
2012,8308,Obligaciones,OBLGLP,9019772.514892578,610,233,Sonsonate,Nahuizalco,10417.0
2012,8308,Recursos,EXISBU,366925.8037109375,610,233,Sonsonate,Nahuizalco,10417.0
2012,8308,Recursos,FDINVF,1786862.2657766342,610,233,Sonsonate,Nahuizalco,10417.0
2012,8308,Recursos,INVPRY,850387.5703125,610,233,Sonsonate,Nahuizalco,10417.0
2013,8308,Obligaciones,OBLGCP,46229.220703125,610,233,Sonsonate,Nahuizalco,10417.0
2013,8308,Obligaciones,OBLGLP,15971046.176979054,610,233,Sonsonate,Nahuizalco,10417.0
2013,8308,Recursos,EXISBU,476115.94287109375,610,233,Sonsonate,Nahuizalco,10417.0
2013,8308,Recursos,FDINVF,1904397.738746643,610,233,Sonsonate,Nahuizalco,10417.0
2013,8308,Recursos,INVPRY,864390.6781005859,610,233,Sonsonate,Nahuizalco,10417.0
2014,8308,Obligaciones,OBLGCP,177911.32803344727,610,233,Sonsonate,Nahuizalco,10417.0
2014,8308,Obligaciones,OBLGLP,8149821.19676733,610,233,Sonsonate,Nahuizalco,10417.0
2014,8308,Recursos,EXISBU,508423.3193359375,610,233,Sonsonate,Nahuizalco,10417.0
2014,8308,Recursos,FDINVF,1655590.5394654274,610,233,Sonsonate,Nahuizalco,10417.0
2014,8308,Recursos,INVPRY,276265.75036621094,610,233,Sonsonate,Nahuizalco,10417.0
2015,8308,Obligaciones,OBLGCP,700591.4897460938,610,233,Sonsonate,Nahuizalco,10417.0
2015,8308,Obligaciones,OBLGLP,10436272.026977539,610,233,Sonsonate,Nahuizalco,10417.0
2015,8308,Recursos,EXISBU,507691.4303588867,610,233,Sonsonate,Nahuizalco,10417.0
2015,8308,Recursos,FDINVF,2189523.28125,610,233,Sonsonate,Nahuizalco,10417.0
2015,8308,Recursos,INVPRY,803221.3671875,610,233,Sonsonate,Nahuizalco,10417.0
2016,8308,Obligaciones,OBLGCP,468646.3828125,610,233,Sonsonate,Nahuizalco,10417.0
2016,8308,Obligaciones,OBLGLP,14042902.4319458,610,233,Sonsonate,Nahuizalco,10417.0
2016,8308,Recursos,EXISBU,529774.5336914062,610,233,Sonsonate,Nahuizalco,10417.0
2016,8308,Recursos,FDINVF,2486962.0595703125,610,233,Sonsonate,Nahuizalco,10417.0
2016,8308,Recursos,INVPRY,324143.501953125,610,233,Sonsonate,Nahuizalco,10417.0
2017,8308,Obligaciones,OBLGCP,1278409.6751708984,610,233,Sonsonate,Nahuizalco,10417.0
2017,8308,Obligaciones,OBLGLP,16435271.097290039,610,233,Sonsonate,Nahuizalco,10417.0
2017,8308,Recursos,EXISBU,565532.7973632812,610,233,Sonsonate,Nahuizalco,10417.0
2017,8308,Recursos,FDINVF,2011959.6616210938,610,233,Sonsonate,Nahuizalco,10417.0
2017,8308,Recursos,INVPRY,285000.84765625,610,233,Sonsonate,Nahuizalco,10417.0
2018,8308,Obligaciones,OBLGCP,323468.4979248047,610,233,Sonsonate,Nahuizalco,10417.0
2018,8308,Obligaciones,OBLGLP,16644712.161011934,610,233,Sonsonate,Nahuizalco,10417.0
2018,8308,Recursos,EXISBU,542309.892578125,610,233,Sonsonate,Nahuizalco,10417.0
2018,8308,Recursos,FDINVF,1190890.5268554688,610,233,Sonsonate,Nahuizalco,10417.0
2018,8308,Recursos,INVPRY,330718.46484375,610,233,Sonsonate,Nahuizalco,10417.0
2019,8308,Obligaciones,OBLGCP,450082.4548339844,610,233,Sonsonate,Nahuizalco,10417.0
2019,8308,Obligaciones,OBLGLP,13763473.246826172,610,233,Sonsonate,Nahuizalco,10417.0
2019,8308,Recursos,EXISBU,500949.451171875,610,233,Sonsonate,Nahuizalco,10417.0
2019,8308,Recursos,FDINVF,1271012.109375,610,233,Sonsonate,Nahuizalco,10417.0
2019,8308,Recursos,INVPRY,441720.5078125,610,233,Sonsonate,Nahuizalco,10417.0
2020,8308,Obligaciones,OBLGCP,150151.2205467224,610,233,Sonsonate,Nahuizalco,10417.0
2020,8308,Obligaciones,OBLGLP,19340691.583007812,610,233,Sonsonate,Nahuizalco,10417.0
2020,8308,Recursos,EXISBU,475041.8103027344,610,233,Sonsonate,Nahuizalco,10417.0
2020,8308,Recursos,FDINVF,1127062.025390625,610,233,Sonsonate,Nahuizalco,10417.0
2020,8308,Recursos,INVPRY,483066.09375,610,233,Sonsonate,Nahuizalco,10417.0
2021,8308,Obligaciones,OBLGCP,23890.180053710938,610,233,Sonsonate,Nahuizalco,10417.0
2021,8308,Obligaciones,OBLGLP,9140059.997516632,610,233,Sonsonate,Nahuizalco,10417.0
2021,8308,Recursos,EXISBU,475041.8162841797,610,233,Sonsonate,Nahuizalco,10417.0
2021,8308,Recursos,FDINVF,3362329.216796875,610,233,Sonsonate,Nahuizalco,10417.0
2021,8308,Recursos,INVPRY,488310.6494140625,610,233,Sonsonate,Nahuizalco,10417.0
2010,8309,Obligaciones,OBLGCP,4801.135059356689,605,234,Sonsonate,Nahulingo,49081.0
2010,8309,Obligaciones,OBLGLP,2907108.544067383,605,234,Sonsonate,Nahulingo,49081.0
2010,8309,Recursos,EXISBU,516018.6953125,605,234,Sonsonate,Nahulingo,49081.0
2010,8309,Recursos,FDINVF,415475.654296875,605,234,Sonsonate,Nahulingo,49081.0
2010,8309,Recursos,INVPRY,16931.14013671875,605,234,Sonsonate,Nahulingo,49081.0
2011,8309,Obligaciones,OBLGCP,9932.780029296875,605,234,Sonsonate,Nahulingo,49081.0
2011,8309,Obligaciones,OBLGLP,3413534.6673583984,605,234,Sonsonate,Nahulingo,49081.0
2011,8309,Recursos,EXISBU,611475.53125,605,234,Sonsonate,Nahulingo,49081.0
2011,8309,Recursos,FDINVF,369730.89685058594,605,234,Sonsonate,Nahulingo,49081.0
2011,8309,Recursos,INVPRY,0.0,605,234,Sonsonate,Nahulingo,49081.0
2012,8309,Obligaciones,OBLGCP,5102.8359375,605,234,Sonsonate,Nahulingo,49081.0
2012,8309,Obligaciones,OBLGLP,3048408.91639328,605,234,Sonsonate,Nahulingo,49081.0
2012,8309,Recursos,EXISBU,598469.6513671875,605,234,Sonsonate,Nahulingo,49081.0
2012,8309,Recursos,FDINVF,698109.392578125,605,234,Sonsonate,Nahulingo,49081.0
2012,8309,Recursos,INVPRY,492.0,605,234,Sonsonate,Nahulingo,49081.0
2013,8309,Obligaciones,OBLGCP,8387.279907226562,605,234,Sonsonate,Nahulingo,49081.0
2013,8309,Obligaciones,OBLGLP,3704403.972635269,605,234,Sonsonate,Nahulingo,49081.0
2013,8309,Recursos,EXISBU,587388.49609375,605,234,Sonsonate,Nahulingo,49081.0
2013,8309,Recursos,FDINVF,711775.390625,605,234,Sonsonate,Nahulingo,49081.0
2013,8309,Recursos,INVPRY,1931.0625,605,234,Sonsonate,Nahulingo,49081.0
2014,8309,Obligaciones,OBLGCP,141478.3162841797,605,234,Sonsonate,Nahulingo,49081.0
2014,8309,Obligaciones,OBLGLP,3986561.2046661377,605,234,Sonsonate,Nahulingo,49081.0
2014,8309,Recursos,EXISBU,859981.1171875,605,234,Sonsonate,Nahulingo,49081.0
2014,8309,Recursos,FDINVF,594328.5844726562,605,234,Sonsonate,Nahulingo,49081.0
2014,8309,Recursos,INVPRY,333713.43505859375,605,234,Sonsonate,Nahulingo,49081.0
2015,8309,Obligaciones,OBLGCP,8904.75617980957,605,234,Sonsonate,Nahulingo,49081.0
2015,8309,Obligaciones,OBLGLP,4083465.982116699,605,234,Sonsonate,Nahulingo,49081.0
2015,8309,Recursos,EXISBU,1194354.0615234375,605,234,Sonsonate,Nahulingo,49081.0
2015,8309,Recursos,FDINVF,573934.291015625,605,234,Sonsonate,Nahulingo,49081.0
2015,8309,Recursos,INVPRY,598.99951171875,605,234,Sonsonate,Nahulingo,49081.0
2016,8309,Obligaciones,OBLGCP,8465.893859863281,605,234,Sonsonate,Nahulingo,49081.0
2016,8309,Obligaciones,OBLGLP,3986270.1103515625,605,234,Sonsonate,Nahulingo,49081.0
2016,8309,Recursos,EXISBU,1184245.4541015625,605,234,Sonsonate,Nahulingo,49081.0
2016,8309,Recursos,FDINVF,903256.3470687866,605,234,Sonsonate,Nahulingo,49081.0
2016,8309,Recursos,INVPRY,78202.9951171875,605,234,Sonsonate,Nahulingo,49081.0
2017,8309,Obligaciones,OBLGCP,261640.5050354004,605,234,Sonsonate,Nahulingo,49081.0
2017,8309,Obligaciones,OBLGLP,5572040.426352501,605,234,Sonsonate,Nahulingo,49081.0
2017,8309,Recursos,EXISBU,1228726.51953125,605,234,Sonsonate,Nahulingo,49081.0
2017,8309,Recursos,FDINVF,691123.2392578125,605,234,Sonsonate,Nahulingo,49081.0
2017,8309,Recursos,INVPRY,452000.03515625,605,234,Sonsonate,Nahulingo,49081.0
2018,8309,Obligaciones,OBLGCP,11867.45263671875,605,234,Sonsonate,Nahulingo,49081.0
2018,8309,Obligaciones,OBLGLP,7544558.265396118,605,234,Sonsonate,Nahulingo,49081.0
2018,8309,Recursos,EXISBU,1205355.8906593323,605,234,Sonsonate,Nahulingo,49081.0
2018,8309,Recursos,FDINVF,382406.17126464844,605,234,Sonsonate,Nahulingo,49081.0
2018,8309,Recursos,INVPRY,452000.015625,605,234,Sonsonate,Nahulingo,49081.0
2019,8309,Obligaciones,OBLGCP,4100.55224609375,605,234,Sonsonate,Nahulingo,49081.0
2019,8309,Obligaciones,OBLGLP,6368189.523605347,605,234,Sonsonate,Nahulingo,49081.0
2019,8309,Recursos,EXISBU,1650391.2113189697,605,234,Sonsonate,Nahulingo,49081.0
2019,8309,Recursos,FDINVF,501577.33337402344,605,234,Sonsonate,Nahulingo,49081.0
2019,8309,Recursos,INVPRY,51411.57421875,605,234,Sonsonate,Nahulingo,49081.0
2020,8309,Obligaciones,OBLGCP,14096.239654541017,605,234,Sonsonate,Nahulingo,49081.0
2020,8309,Obligaciones,OBLGLP,8158487.8539325,605,234,Sonsonate,Nahulingo,49081.0
2020,8309,Recursos,EXISBU,1679619.6134414673,605,234,Sonsonate,Nahulingo,49081.0
2020,8309,Recursos,FDINVF,2111341.8905029297,605,234,Sonsonate,Nahulingo,49081.0
2020,8309,Recursos,INVPRY,40914.46875,605,234,Sonsonate,Nahulingo,49081.0
2021,8309,Obligaciones,OBLGCP,16000.994384765625,605,234,Sonsonate,Nahulingo,49081.0
2021,8309,Obligaciones,OBLGLP,11676115.459465027,605,234,Sonsonate,Nahulingo,49081.0
2021,8309,Recursos,EXISBU,1686911.1397781372,605,234,Sonsonate,Nahulingo,49081.0
2021,8309,Recursos,FDINVF,2489065.9140625,605,234,Sonsonate,Nahulingo,49081.0
2021,8309,Recursos,INVPRY,6170.0,605,234,Sonsonate,Nahulingo,49081.0
2010,8310,Obligaciones,OBLGCP,6282.461959838867,615,235,Sonsonate,Salcoatitán,5484.0
2010,8310,Obligaciones,OBLGLP,2171176.73114872,615,235,Sonsonate,Salcoatitán,5484.0
2010,8310,Recursos,EXISBU,790632.4806594849,615,235,Sonsonate,Salcoatitán,5484.0
2010,8310,Recursos,FDINVF,298005.3770673275,615,235,Sonsonate,Salcoatitán,5484.0
2010,8310,Recursos,INVPRY,23355.177734375,615,235,Sonsonate,Salcoatitán,5484.0
2011,8310,Obligaciones,OBLGCP,8233.799829125404,615,235,Sonsonate,Salcoatitán,5484.0
2011,8310,Obligaciones,OBLGLP,2603984.9792661667,615,235,Sonsonate,Salcoatitán,5484.0
2011,8310,Recursos,EXISBU,922124.7864685059,615,235,Sonsonate,Salcoatitán,5484.0
2011,8310,Recursos,FDINVF,371408.6726989746,615,235,Sonsonate,Salcoatitán,5484.0
2011,8310,Recursos,INVPRY,10788.4404296875,615,235,Sonsonate,Salcoatitán,5484.0
