year,office,office_name,source,program,object,object_name,moment,value
2016,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0701   SERVICIO DE COMUNICACION OFICIAL DE LA PRESIDENCIA,54315,GASTOS RESERVADOS,Devengado,4100000.0
2016,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0301   GOBERNABILIDAD,54315,GASTOS RESERVADOS,Devengado,2988120.0
2016,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0201   DIRECCION Y ADMINISTRACION,54315,GASTOS RESERVADOS,Devengado,29015.0
2016,500,PRESIDENCIA DE LA REPUBLICA,5 DONACIONES,5677   SEG PÚBLICA Y EFICIENCIA POLICIAL 011,54315,GASTOS RESERVADOS,Devengado,800000.0
2016,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0104   SECRETARÍA PARA ASUNTOS LEGISLATIVOS Y JURÍDICOS,54315,GASTOS RESERVADOS,Devengado,1478510.0
2016,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0105   INNNOVACIÓN TECNOLÓGICA E INFORMÁTICA,54315,GASTOS RESERVADOS,Devengado,1290985.0
2017,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0301   GOBERNABILIDAD,54315,GASTOS RESERVADOS,Devengado,2642310.0
2017,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0701   SERVICIO DE COMUNICACION OFICIAL DE LA PRESIDENCIA,54315,GASTOS RESERVADOS,Devengado,1712000.0
2017,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0201   DIRECCION Y ADMINISTRACIÓN,54315,GASTOS RESERVADOS,Devengado,0.0
2017,500,PRESIDENCIA DE LA REPUBLICA,5 DONACIONES,5677   SEG PÚBLICA Y EFICIENCIA POLICIAL 011,54315,GASTOS RESERVADOS,Devengado,450000.0
2017,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0101   DIRECCIÓN SUPERIOR,54315,GASTOS RESERVADOS,Devengado,25001910.0
2017,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0102   ADMINISTRACIÓN GENERAL,54315,GASTOS RESERVADOS,Devengado,1675410.0
2017,500,PRESIDENCIA DE LA REPUBLICA,1 FONDO GENERAL,0104   SECRETARÍA PARA ASUNTOS LEGISLATIVOS Y JURÍDICOS,54315,GASTOS RESERVADOS,Devengado,500000.0
